texts,category,process_time
ไอเหี้ยพวกเหี้ยถ้าไม่ได้ภาษีแม่งจับหมดไอสัส นายกก้นิ่งไม่มองดูประชาชนเลย #นี่หรือประเทศไทย,2,1.2396776676177979
#SinghaPark #SinghaParkChiangRai #SocialEnterprise #สิงห์ปาร์คเชียงราย เทศกาลแห่งความสุข 💛 มาถ่ายรูปสวยๆ ที่สิงห์ปาร์ค เชียงราย กันเถอะ! credit ig --------------------------- ***Application 'Singhapark' app ที่จะช่วยเปิดประสบการณ์การท่องเที่ยวที่สิงห์ปาร์คเชียงรายให้สนุกมากขึ้น พร้อมให้ดาวน์โหลดแล้ววันนี้ คลิกเลย ----> ios : https://appsto.re/th/s-0gdb.i android : https://play.google.com/store/apps/details?id=com.singha.singhapark,0,2.3721020221710205
กินก่อนจ่ายทีหลังไง,1,0.9443957805633545
หมูกระทะ ชาบู บุฟเฟต์ ฮอตพอต นี้คือชื่อลูกน้องมุก,1,1.9413206577301025
สำหรับงาน Transmisson : The Spirit of Warrior ต้องขวดนี้ค่ะ Jack Daniel's Tennessee Whiskey honey ป็นวิสกี้ที่โดดเด่นในเรื่องของความหอมหวานราวกับน้ำผึ้ง(เดือน5) เพราะนำเอา Honey Liqueur ถึง 4 ชนิดผสมเข้าไป ทำให้ได้รสเข้มข้นเหมือนกับดื่มน้ำผึ้งอยู่จริง ๆ แต่ไม่ได้หวานมากจนบาดคอนะคะ ผู้ชายก็ชอบผู้หญิงก็ต้องบอกว่าใช่!! แล้วเจอกันค่ะ <3,0,2.225198745727539
สินออโต้เซอร์วิส อู่เชฟโรเลต อะไหล่เชฟโรเลต อู่ซาฟีร่า อะไหล่ซาฟีร่า ติดออยเกียร์ Cruze 1.8 ราคาเท่าไหร่ครับ ใช้ระยะเวลานานแค่ไหนคับ,1,2.215411901473999
"ฉีด jomalone english pear มาค่ะ ป้าทักว่า ""กลิ่นเหมือนบุหรี่"" ร้องไห้...",2,2.0850839614868164
ตู้วหูวววว กะเพราเป็ดย่างงงง,0,2.3588242530822754
ภาคเหนือไม่ค่อยมีสาขาเลย สองมาตรฐานมาก!! เพิ่มสาขาหน่อยสิครับ,2,32.2605345249176
เมื่ออายุเพิ่มมากขึ้น ร่างกายก็เริ่มเสื่อมถอยตามไปด้วย สมองเองก็เช่นกัน และหากผู้สูงวัยมีอาการหลงลืม ความจำระยะสั้นไม่ดี พูดซ้ำ แก้ปัญหาไม่ได้ เสี่ยงโรคสมองเสื่อม ควรรีบเข้าพบแพทย์เพื่อเข้ารับการรักษาตั้งแต่แรกเริ่ม เพื่อดูแลตัวเองเสียตั้งแต่ตอนนี้นะคะ,1,2.5907981395721436
ตู้ยาอายุวัฒนะเคลื่อนที่ ของดีไทยเราที่อยากบอกต่อ มาไขความลับสุขภาพดีของบรรพชน ที่มีอายุยืนยาว สุขภาพดี ร่างกายแข็งแรง เพราะเหตุใดกันรือ...วันนี้เราในฐานะอนุชนรุ่นหลังจะอยู่อย่างไรให้สมวัย...สูงวัย อย่างมีคุณภาพ พร้อมแล้วเรามาไขเคล็ดลับ อุ่นใจ...ช่วยชะลอวัย ให้ ไกลโรค... ไม่ว่าจะเป็น -ตำรับยากุลกา ยาบำรุงของทุกเพศ ทุกวัย - ตำรับยาอายุวัฒนะ บำรุงร่างกาย บำรุงสตรีเลือดน้อย - ตำรับยาลูกแปลกแม่ ตำรับยาสาวสวยในตำนาน - สูตรยาดองน้ำผึ้ง ตำรับหลานท่านเจ้าพระยาอภัยภูเบศร #ตู้ยาอายุวัฒนะ #สมุนไพรอภัยภูเบศร,0,2.2296030521392822
มึงนอกใจแสงโสมตั้งแต่เมื่อไหร่5555,2,1.5113651752471924
มีแอลกอฮอลมั้ยคะ,3,0.936176061630249
เครื่อง v6 กี่ ccครับ เพราะเห็นของที่toyota บ้านเรา เอาเข้ามา 3.5 v6 ยังปาไป ห้าล้านกว่าเลยครับ,1,2.232355833053589
Cf บรัช 4หลุม tarte : 1790,1,0.8114714622497559
ฟอร์ด แนะนำเทคนิคขับออฟโรดแบบง่ายๆ,1,1.387544870376587
มันบ่แซบ,2,1.2787582874298096
ในเว็บไซต์จะแจ้งสาขาที่ไม่ร่วมรายการค่ะ ^^,0,1.8055691719055176
ฝ้ายจะไม่ทน กับคนนิสัยไม่ดี,2,1.0623230934143066
แท็กแม่มาดู,1,0.8343908786773682
อ๊ะ ไปก็ไป,1,1.046846866607666
ไม่ๆ อยากินบาบีก้อนละอะ เห้อๆๆๆ,2,2.195223093032837
เราใช้ซีวิค เวลาเช็คระยะทีนึงก็ตกประมาณ 4-5 พันเลยค่ะ ไม่รวมอะไหล่พิเศษต่างๆ เคยได้ยินว่าของโตโยต้าถูกกว่านี้ ฮือ,2,2.564936399459839
เคยเก็บฝาเบียร์ช้างเพื่อแลกกับการเข้าชมคาราบาวตอนเด็กๆ,1,2.1939587593078613
ก็เพิ่งรู้ว่ามีผ้าอนามัยแบบสอด😂,1,1.5854663848876953
ทีเด็ดครับบอกเลย,0,32.28743505477905
ต้องรออิอ้วน กลับมาา เศร้า,2,2.2022552490234375
มาชมเรวๆๆ,0,0.8728957176208496
"ONYX & Kulov present Aquafest 2018 12-16 เมษายนนี้ เตรียมพร้อมกับเทศกาลแห่งปีบนถนน RCA กับ ONYX Aquafest 2018 และพบกับ Special guest DJs อย่าง Yellow Claw (13 เมษายน), Swanky Tunes (14 เมษายน), LNY TNZ (15 เมษายน) บัตรวันที่ 12 และ 16 ราคา 500 บาท/ เครื่องดื่ม 1 กระป๋อง บัตรวันที่ 13-14-15 ราคา 800 บาท/ เครื่องดื่ม 1 กระป๋อง Regular table ไม่รวมบัตรค่าเข้างาน (1โต๊ะขนาดสำหรับ 5 ท่าน) Regular table วันที่ 12 และ 16 General area 6,000 บาท Prime area 9,000 บาท Regular table วันที่ 13-14-15 General area 9,000 บาท Prime area 10,000 บาท บัตรและโต๊ะซื้อได้หน้างานค่ะ สอบถามข้อมูลเพิ่มเติม 08-1645-1166, www.onyxbangkok.com หรือ www.facebook.com/onyxbkk",1,2.2440075874328613
Mistine ก็ตลาดล่าง พรีเซนเตอร์ไม่รู้กี่คน ตัวท็อปทั้งนั้น คิดว่าดาราพวกนั้นใช้มิสทีนจริงๆหรือเปล่าล่ะ,2,1.7028882503509521
สิ้นเดือนเจอกัน,1,1.5918068885803223
โดนผีสิงห์ .. ลุกมะไหวเบยยย #singha,0,0.9628989696502686
จะเกมส์ได้ไง ผมเลิกแล้ว ไปๆๆ,2,1.112610101699829
ไม่ว่าง,1,1.1323866844177246
จัดปุยแต่ว่าเพื่อนคนอื่นละ,1,1.9435763359069824
อยากดู เทียน่า2011สีขาวพอจะมีไหมครับ,1,1.8241822719573975
ห่ากูรอมึงรีวิวอยุ่กูถึงจะซื้อแดกเนียไม่กล้ากลัวไม่อร่อยคืนนี้ต้องจัด,0,1.790015459060669
นิโคติน มีผลต่อหลอกเลือดหัวใจ และ คาเฟอีน ก็ให้ผลเช่นเดียวกัน,1,1.99169921875
ลีโอ..ต้องขอนแข่น.กับสิง.ถึงจะได้รสชาติ..ถ้าเป็นปทุมนี่ผมไม่กินเลยจืดมาก..,2,2.1360230445861816
ทางเพจเมย์เบลลีนยังมีกิจกรรมให้ร่วมสนุกเรื่อยๆนะคะ :D,0,1.9517390727996826
"ที่สุดของรถสปอร์ตเอนกประสงค์สายพันธุ์แกร่งต้องคันนี้เท่านั้นครับ ""New Mitsubishi Pajero Sport"" 😎😎😎",0,2.154697895050049
ไปกันนน อยากก,0,31.52738881111145
เอ็มเคไง มึงอยากกินไม่ใช่หรอ,0,1.8205173015594482
จัดดิ,1,1.2812542915344238
ฟา โท แป้งเจ้านาง,1,1.242445468902588
เป็นโปรโมชั่นเปิดสาขาใหม่นะคะ,1,1.5270662307739258
ลากเอาแจ๊สมาร่วมวง แล้วทำไม ไม่เอามาสด้า 2 ดีเซล มาด้วยซะเลยหละ เหอๆ,2,2.043494462966919
วัดไล่ที่ชาวบ้านด้วย แอบขายที่ธรณีสงฆ์ให้กทม.+สำนักงานทรัพย์สิน. อ้างหาเงินบำรุงวัด สร้างศาสนาสถานเพื่อชาติ ท่องเที่ยว,2,1.989475965499878
#SinghaPark #SinghaParkChiangRai #SocialEnterprise #สิงห์ปาร์คเชียงราย มีใครคิดถึงบอลลูนบ้างเอ่ย???? อย่าลืมนะ 14-18 กพ. 2561 เรามีนัดกัน กับงาน Singha Park Chiangrai International Balloon Fiesta 2018 พลาดไม่ได้เลยน้าาาาา #งานนี้เข้าชมฟรี --------------------------- ***Application 'Singhapark' app ที่จะช่วยเปิดประสบการณ์การท่องเที่ยวที่สิงห์ปาร์คเชียงรายให้สนุกมากขึ้น พร้อมให้ดาวน์โหลดแล้ววันนี้ คลิกเลย ----> ios : https://appsto.re/th/s-0gdb.i android : https://play.google.com/store/apps/details?id=com.singha.singhapark,0,2.0393199920654297
กุกลับ 10 อ่ะ,1,0.8380568027496338
ทำให้มันต้องก็แล้ว,1,1.37388014793396
เปิดคนให้ด่าได้แล้วหรอคะ แหมมม อิห่า เปิดราคา CHR กลัวขายดีหรอคะ ดูรถที่ราคาสมเหตุสมผลที่สุดตอนนี้คือ sienta,2,1.9527716636657715
เกือบห้าพัน บอกไม่กี่บาท,2,1.271442174911499
ถ้าคนเจอที่กระทรวงกะลาโหม จะยึดอะไรคับ ?????,3,2.2156147956848145
จดทะเบียนครับผม,1,2.6983070373535156
น่าสนๆ เราไปลองพร้อมกันดีไหมคะ มื้อเที่ยงวันสามคนเรา อิอิ,0,1.4579949378967285
อยากกินชีสเหมือนกัน5555,0,2.070838212966919
แอร์เอเชียได้เงินกูครั้งเดียวพอ จำไว้,2,1.56801438331604
วันนี้ไปเดินดูน้ำหอม อยากได้ CK เพราะมันลดราคา 50% เหลือ 1800 บาทกูยังไม่มีปัญญาซื้อเลยไอ้สัส ค่าคอนกับค่าบั้มค้ำคอ…,2,2.0549213886260986
ต่อไปกูจะพก ยาบ้า แทนบุหรี่ไฟฟ้า,2,1.4468538761138916
กิน กิน,1,31.288970708847046
มะกรุก สามตะกร้า ไปกัน,0,1.664196252822876
กินไรก็ได้ ขอเว้น เอ็มเคไว้อย่างละกัน ฮือ,2,2.1184215545654297
เดียวพอนานๆไปเค้าเเจกนิ เชื่อตะเอาไปไหนไม่ตรึก 555 แค่กินเบียช้างตามร้านเหล้าเค้าก้เเจกแล้ว. เดียวเอาไว้ไห้,0,2.581681251525879
เทคนิคป้องกันแสงแดดที่ฟ้าจะแนะนำเพื่อนๆ คือ ก่อนออกจากบ้านทุกครั้งให้ทาครีมกันแดดก่อนออกบ้านอย่างน้อย 15 นาที และควรใช้ครีมกันแดดที่มีค่า spf50 ขึ้นไป เพราะจะมีประสิทธิภาพในการป้องกันแสงแดดได้ดีมาก ยิ่งอากาศประเทศไทยเราเป็นเมืองร้อน ทำให้ผิวคล้ำเสียง่ายและทำให้ใบหน้าเป็นฝ้ากระด้วยค่ะ ดังนั้นเราจึงควรดูแลผิวของเราให้สม่ำเสมอและเป็นประจำทุกวันค่ะ ฟ้าอยากได้ NIVEA Sun Instant Aura SPF 50 ไปลองใช้ค่ะ เพราะสรรพคุณเห็นว่าสามารถกันแดดด้วยค่า spf50+pa+++ ซึ่งกันแดดได้สูงมากๆ เนื้อครีมบางเบา เกลี่ยง่ายเรียบเนียน ไม่ตกร่อง ไม่ทำให้เป็นคราบ และผสมพิ้งค์ไพรมเมอร์ที่ช่วยปรับสีผิวให้สว่างขึ้น พร้อมสารที่บำรุงผิวให้ขาวกระจ่างใสอีกด้วย ซึ่งเชื่อว่ามันต้องดีกว่ากันแดดที่ใช้อยู่แน่ๆค่ะ,0,2.042652130126953
น่าลองน๊า,0,1.0071399211883545
คือวันนี้แบบวันมามากอ่ะ แล้วเปลี่ยนผ้าอนามัยไปแล้ว3แผ่น เลอะด้วยละตอนนี้ยืนบนรถเมล์แบบชุ่ม.....,2,2.0847373008728027
ตอนนี้ป๋าดูดนิคเท่าไหร่ครับ,1,1.525113821029663
เทียบกันระหว่างรองพื้นMarc Jacob ที่เขาว่าติดทนกับBecca ก็ยังชอบBeccaมากกว่า แต่แพงเหมือนกัน แงๆ,1,1.7354068756103516
ผมก็รอไม้ไหวจัดMG zsมาขับแหละราคาเบ่าๆๆๆ,0,1.5535035133361816
เบอร์8อิโดนิเชียเล่นดีจิงๆแต่ไทยก็ไม่คมถ้าเล่นแบบนี้ก็ยุแต่ในอาเชียนเถอะคับ คลองบอลก็น้อยกว่าเขา โค๊ชใหม่ก็ไม่เข้าใจเท่ากับโค๊ชคนไทยด้วยกัน บอลไทยกำลังกลับไปยุในยุกเดิม มืดมน ขอบคุณเบียร์ช้างที่สนับสนุน ผมอย่างเป็นทางการ,2,2.3258769512176514
ว่าใคร,1,0.8187353610992432
"สิ่งที่ช่วยเติมเต็มรสชาติความอร่อยในมื้ออาหารของเราคงจะเป็น ""เบียร์ช้าง"" เย็นๆๆๆ ไม่ว่าจะหนาวและจะร้อน เพียงแค่ได้ดื่มเบียร์ช้างกับเพื่อนที่รู้ใจไม่ว่าความทุกข์จะหนักหนาแค่ไหนก็ไม่ได้เป็นอุปสรรค ยิ่งได้กินอาหารที่มีรสชาติอร่อยฟังเพลงเพราะๆกับศิลปินที่ชอบก็ทำให้ฟินไปอีก",0,1.9800238609313965
เฮ้อออ🙄🙄🙄🙄🙄,2,0.8307840824127197
ได้ๆ ค่อยไปวันที่รร.ปิด,1,2.4013071060180664
สาขาเซนทรัลพระรามสองเปิดยังค่ะ,3,1.884140968322754
เท่าที่อ่านดราม่าของฟอร์ด และแฟนใช้มา รับรู้ได้ว่า รถคุณภาพแย่ ขับๆอยู่เกียร์พังงี้ หาสาเหตุไม่ได้อะ และบริการหลังก…,2,1.672044277191162
Nyx โซนเครื่องสำอางอะ,1,31.114267110824585
พรุ่งนี้วันลอยกระทง ทางร้านมีกิจกรรมดีๆพร้อมของขวัญพรีเมียร์มากมาย สำหรับคุณลูกค้า จากทาง Johnnie Walker พลาดไม่ได้เลยนะคะ💥,0,2.0513052940368652
เปลี่ยนใจจากยาริสแล้ว,1,1.612046718597412
อิห่า แมคไม่คุ้มเลย เคฟซีน่าแดกกว่า,2,1.4213976860046387
#ช้างเอฟเอคัพ2017 จับฉลากวันนี้ไหม? คุณอยากเจอทีมไหน?,1,2.3779408931732178
☺️☺️เคยไหมครับ? ขับรถทางไกลแล้วรู้สึกเหนื่อยล้า เนื่องจากต้องคอยเหยียบคันเร่งเพื่อรักษาความเร็วอยู่ตลอดเวลา ปัญหาเหล่านี้จะหมดไปเพราะ มิตซูบิชิ แอททราจ มีระบบล็อกความเร็วบนพวงมาลัย หรือ Cruise Control ที่ช่วยลดความเมื่อยล้าเมื่อต้องขับขี่ทางไกล ทำให้ท่านไม่ต้องเหยียบคันเร่งไว้ตลอดเวลาเมื่อขับขี่ทางไกลครับ (เฉพาะรุ่น GLS-LTD)🤗,0,2.097909927368164
บางสาขาซอสราดหมูหมดอ่าา!??,2,2.3333425521850586
พร้อมเสมอ,0,0.9005270004272461
กานิเย่ค่ะ,1,0.9582154750823975
ห้าง #showdc เป็นห้างที่งงเด้ ร้าน k-super มาม่าเผ็ดติดราคาก็ไม่ตรง ติดไว้แพค275แต่คิดมา310งงเด้ แถมแพ็คที่อยู่คนละฝั่งราคาก็ไม่เหมือนกัน(1),2,1.8719990253448486
สมัยหนุ่มๆขับHonda city ไปไหนใกล้ไกล คล่องตัว ไม่ว่าการขับแบบทำความเร็ว ในการทำงาน และขับแบบสบายๆยามพักผ่อน ปัจจุบันใช้CRVใหม่7ที่นั่ง ชีวิตสะดวกสบายมากขึ้นทั้งการขนสัมภาระและการท่องเที่ยวกันทั้งครอบครัว,0,2.194797992706299
กลุ่ม cp. & เบียร์ช้าง กินรวบไปหมดแล้ว ที่เหลือ รอความตาย มีแต่ก้าง กระดูก ให้รุมแย่ง เนื้อๆหมดแล้ว,2,2.28355073928833
เนื้อชิ้นหนาๆ,1,2.2515921592712402
กินเบื่อแระ,2,0.8755886554718018
ซื้อมาให้ลองหน่อยเซเว่นมีขาย😚,0,2.225414991378784
ข้างตึกฟิศใหม่มีคอนโดของแสนสิริ คืออยากซื้อมาก เดิน 1 นาทีถึงที่ทำงาน เดิน 3 นาทีถึงบีทีเอสทองหล่อ ติดที่ไม่มีเงิน,0,2.0317673683166504
อยากกินวะ แก,0,1.0025358200073242
ครับป๋า ต้องการแค่นี้จริงๆ ขอให้ยอมเปิดเหอะ,0,32.80277395248413
อย่าไปคิดมาก..... ฟอร์จูนเนอร์1.7ล. เบนซ์3-4ล. คนซื้อไม่เคยบ่นเลย,1,1.2343740463256836
"ฟอร์ด บุกตลาด ""อีวี"" ในอินเดีย #prachachat #ตลาดรถยนต์",1,1.5414016246795654
2ชุดจบเลย,0,0.9341452121734619
ขอบคุณจ้า,0,0.9130496978759766
& Resilience Soothing Treatment Lotion ทรีทเมนต์โลชั่นสูตรใหม่ปราศจากแอลกอฮอล์ที่ช่วยปลอบประโลมผิวด้วยคุณประโยชน์จากเห็ดนานาชนิดที่ผ่านการคิดค้นเพื่อให้ได้สูตรที่ดีที่สุดต่อผิว เชิญรับฟรี! ขนาดทดลองและบริการปรนนิบัติผิว 25 นาที ที่เคาน์เตอร์ออริจินส์ทุกสาขา ค้นหาได้ที่ www.origins.co.th/store-locator (ผลิตภัณฑ์ขนาดทดลองมีจำนวนจำกัดและโปรดสำรองสิทธิ์ก่อนรับบริการ),0,2.267760992050171
นาวาร่า..แข็งแกร่ง ดุดัน ดั่งขวานบิ่น,0,2.253835678100586
เบียร์เป็นลังไม่เคยเมา มุงจะมาแพ้แค่สปาย3ขวดเหรอ,2,1.6319324970245361
มาสด้า 2 แคบนะ ข้างหลัง แต่เป็นรถหนักเหมาะแก่การขับขี่มากมายพี่เค้าใช้อยู่ๆๆ แต่เค้าว่าแกไม่ต้องคอนเซินเรื่องหนักเบาก็ได้เพราะว่าถ้าหนักข้อเสียคือเปลืองน้ำมัน เอาจริงๆเราก็ไม่ได้ว่าขับทางไกลบ่อยไรงี้ รถเบาๆก็ถือว่าดี,1,2.278064727783203
ผมมองๆX-Trail minorเหมือนกันครับ ถ้าได้ถุงลมเพิ่ม มันจะเป็นรถที่จบเลยกับประเภทนี้ การขับขี่ก็ดี เบาะหลังสบายสุดในคลาส,0,2.098876714706421
เมื่อวานไม่เห็นมีโปร กินเสร็จมีโปรเฉย,2,1.976208209991455
บุหรี่ไฟฟ้าน่าเกลียดกว่า,2,2.1201510429382324
เอ้าาาา 5555,0,1.0577330589294434
โอ้ยอยาก พันรำ กำลังเพลิน,0,1.5483040809631348
แนะนำน้ำมันเครื่อง รถ mazda cx5 ให้หน่อยครับและขอทราบราคาสินค้าด้วยครับ,1,1.4870271682739258
วันนี้ไม่ได้ กูกินมัง เอาวันอื่น555555555,2,1.7402896881103516
พกปืนเถื่อนโทษยังน้อยกว่าบุหรี่ไฟฟ้าอีก,2,32.489872455596924
ทำไมกินแล้วแม่งแฮงค์ กว่ากินช้าง กินลีโอว่ะ หรือลิ้นไม่ถึงก็ไม่รู้,2,2.1013903617858887
สมัยคุณปูเคยตรวจสอบอะไรได้ที่ไหนครับ แค่ตั้งกรรมการสอบนี่นั่นยังไม่เคยทำเลย,2,2.450995922088623
"เข้าไปอ่านคอมเมนท์ละโมโหนะ ที่บอกว่า เรียกร้องประกัน 10 ปี ขับจนเป็นรถกระป๋องไปแล้ว เอาจริงๆ เราอ้ะ คือ คนใช้ CX-5 ที่มีปัญหา อยากจะบอกว่า ประกัน 10 ปี หรือ 500,000 กิโล อ้ะ มันไม่พอนะ เราอยากให้คุณซื้อรถคืนไปในราคาที่เราซื้อมา จะหักค่าเสื่อมก็ได้ แต่ขออย่าให้มันเป็นราคาตลาดเลย ซื้อมาล้านเจ็ด ราคาตลาดสามปี เหลือเจ็ดแสน เราซื้อ mazda cx5 diesel 2.2 ใช้มา สามปีกว่า ระยะทางประมาณแปดหมื่นกิโล เราซ่อมมาหลายอย่างมากแล้ว เปลี่ยนเทอร์โบไปอันนึง เปลี่ยนปั๊มสุญญากาศไปสองอัน เปลี่ยนเพลาลูกเบี้ยวไปแล้วด้วย เราเอารถเข้าอู่เฉลี่ยปีละ 10 ครั้ง ปีนึงมี 12 เดือน แปลว่า เราต้องเอารถเข้าอู่ เดือนละประมาณ 1 ครั้ง ถามคนที่ขับรถ ทุกวันนี้ คุณเข้าอู่ปีละกี่ครั้ง ครั้งที่นานที่สุด รถคุณอยู่ในอู่กี่วัน ของเรา โดยเฉลี่ย ปีนึง รถเราอยู่ในอู่ 3 เดือน ครั้งที่นานที่สุด อยู่เกือบสองเดือน คิดว่า เรามีค่าเสียหายจากการไม่ได้ใช้รถเท่าไหร่ ค่าแท็กซี่ ค่ารถเมล์ ค่าเรือ เท่าไหร่ บ้านอยู่พระรามสาม (สะพานแขวน) ไปเรียนที่นิด้า (บางกะปิ) ค่าแท็กซี่ ขาละ 250 บาท ไป-กลับ 500 บาท เวลาสองเดือน คิดเป็นเงินกี่บาท เราไม่ได้ร้องขอความเห็นใจ เราอยากเล่าให้ฟังถึงใจคนซื้อรถคันละ 1.7 ล้าน แล้วต้องจ่ายค่าแท็กซี่ กะค่าเสียเวลาไปซ่อมอีกขนาดนี้ ใจเขาใจเราเถอะ คุณไม่ได้อยู่ในจุดนี้ คุณไม่เข้าใจหรอก เราพูดเลยว่า จะรับประกันอีกกี่สิบปี กี่แสนกิโล ก็ไม่คุ้ม เราซื้อรถมาเพราะชอบ เพราะอยากใช้ แต่รถคุณมีปัญหา พิสูจน์แล้วว่า มาจากกระบวนการผลิต คุณบอกว่า ยืดประกันให้ 6 ปี มันยืดแค่เครื่องยนต์ ส่วนของตัววัดอุณหภูมิน้ำมันเครื่อง คุณยังบอกว่า ไม่ประกัน เพราะอยู่นอกเครื่องยนต์ จะให้เราพูดยังไง ตอนนี้รถเราก็ยังอยู่ในอู่ ปีใหม่เราไม่ได้ใช้รถ เพราะไฟ DPF ขึ้น ทั้งๆ ที่เราเพิ่งจะออกมาจากอู่วันที่ 21 ธ.ค. ตอนเข้าไปก่อนปีใหม่ ไฟเตือนขึ้นเกือบทั้งหน้าปัทม์ ไฟสามเหลี่ยม ไฟเครื่องยนต์ ไฟน้ำมันเครื่อง เข้าไปเช็คมาแล้ว ออกมาไม่ถึง 10 วัน ไฟเตือนดวงใหม่ขึ้นอีก นี่มันรถหรือต้นคริสต์มาส??!?!?! มันก็เท่านั้นอ้ะ เราซื้อรถมาแล้ว เราทำอะไรได้?? จะฟ้องเรา 95 ล้าน ในฐานะที่เราทำให้เสื่อมเสียชื่อเสียง ทำให้เวียโอกาสในการขายก็ได้หรอ เราชอบรถ mazda มาก เราซื้อเพราะเรามั่นใจ เรารักสมรรถนะของรถคันนี้ แต่เราซ่อมไม่ไหวอ้ะ #เข้าใจเราด้วยเถอะ",2,2.765674591064453
แม่หญิงใช้ อายไลเนอร์ มิสทีน รุ่น ซุปเปอร์แบล็ค ฟิคซ์อายไลเนอร์ ข้าอยากใช้เพราะ เส้นคม ดำสนิท ติดทนนาน ให้ดวงตาสวยเฉียบคมมีเสน่ห์ และมิสทีนของออเจ้า ไม่เคยทำให้ข้าผิดหวัง,0,1.3882653713226318
ว้าววว ชีสยืด ยืดดดดดดดด ^^,0,1.2558495998382568
ไม่รุ้นิ มีหลายน้ำเกิน กินไม่หมด5555,0,2.079543113708496
จ-ศอะ,1,0.9438419342041016
นี่มันคนละหรือว่าไง,1,1.934419870376587
ใช้มา20กว่าปีCRVเท่าอายุลูกสาวคนโตไม่เปลี่ยนเพราะเศรษฐกิจตกสะเก็ด ขาดทุนทางการค้าใช้ดีตลอดไม่รวนให้เสียใจยังรักอยู่เหมือนเดิมอยากพาสามีไปดู #ฮอนด้าที่รัก #EnjoyHonda Thailand,0,1.6890344619750977
ตอนนี้ รัฐกำลัง ช่วยโรงงานยสูบ คับ เลย จับให้หันมาสูบ ยา แบบเดิม ผม ก็ไม่กล้าพกไปไหน ไกล เหมือนเค้ากำลังเข้มเลย เวลาไปเที่ยว ริมทะเล ยังใงมันก็ แพ้สูบยาไฟฟ้า มันฟินกว่า เยอะ,0,2.05407977104187
หลังจากเจอคนที่ไม่ชอบขี้หน้าในช็อป innisfree ทุกครั้งหลังจากนั้นเวลาเดินผ่านแล้วมองเข้าไปคือหลอนแล้วไม่ชอบตลอด,2,1.9799978733062744
ตกใจกับ MG ZS จริมๆ ยอมรับว่ามึงขายรถเก่งมาก,0,1.5540237426757812
ไม่กินคือไม่กินจริงๆอ่ะ ไม่ได้แอ๊บ เคยลองกินแล้วมึนมากปวดหัวมาก ขมเหม็น เอาง่ายๆแค่สปายก็เมาอ่ะ เลยไม่กินแม่ง หันมากินน้ำอัดลมอย่างจริงจังแทน 5555,2,1.513373613357544
