texts,category,process_time
สำหรับงาน Transmisson : The Spirit of Warrior ต้องขวดนี้ค่ะ Jack Daniel's Tennessee Whiskey honey ป็นวิสกี้ที่โดดเด่นในเรื่องของความหอมหวานราวกับน้ำผึ้ง(เดือน5) เพราะนำเอา Honey Liqueur ถึง 4 ชนิดผสมเข้าไป ทำให้ได้รสเข้มข้นเหมือนกับดื่มน้ำผึ้งอยู่จริง ๆ แต่ไม่ได้หวานมากจนบาดคอนะคะ ผู้ชายก็ชอบผู้หญิงก็ต้องบอกว่าใช่!! แล้วเจอกันค่ะ <3,0,0.6562094688415527
สินออโต้เซอร์วิส อู่เชฟโรเลต อะไหล่เชฟโรเลต อู่ซาฟีร่า อะไหล่ซาฟีร่า ติดออยเกียร์ Cruze 1.8 ราคาเท่าไหร่ครับ ใช้ระยะเวลานานแค่ไหนคับ,"The sentiment of the given message is ""question"".",0.9437572956085205
"ฉีด jomalone english pear มาค่ะ ป้าทักว่า ""กลิ่นเหมือนบุหรี่"" ร้องไห้...",2,0.6225109100341797
ตู้วหูวววว กะเพราเป็ดย่างงงง,"The sentiment of the message is ""positive.""",0.9310965538024902
ภาคเหนือไม่ค่อยมีสาขาเลย สองมาตรฐานมาก!! เพิ่มสาขาหน่อยสิครับ,2,0.7901909351348877
เมื่ออายุเพิ่มมากขึ้น ร่างกายก็เริ่มเสื่อมถอยตามไปด้วย สมองเองก็เช่นกัน และหากผู้สูงวัยมีอาการหลงลืม ความจำระยะสั้นไม่ดี พูดซ้ำ แก้ปัญหาไม่ได้ เสี่ยงโรคสมองเสื่อม ควรรีบเข้าพบแพทย์เพื่อเข้ารับการรักษาตั้งแต่แรกเริ่ม เพื่อดูแลตัวเองเสียตั้งแต่ตอนนี้นะคะ,2,0.7204914093017578
ตู้ยาอายุวัฒนะเคลื่อนที่ ของดีไทยเราที่อยากบอกต่อ มาไขความลับสุขภาพดีของบรรพชน ที่มีอายุยืนยาว สุขภาพดี ร่างกายแข็งแรง เพราะเหตุใดกันรือ...วันนี้เราในฐานะอนุชนรุ่นหลังจะอยู่อย่างไรให้สมวัย...สูงวัย อย่างมีคุณภาพ พร้อมแล้วเรามาไขเคล็ดลับ อุ่นใจ...ช่วยชะลอวัย ให้ ไกลโรค... ไม่ว่าจะเป็น -ตำรับยากุลกา ยาบำรุงของทุกเพศ ทุกวัย - ตำรับยาอายุวัฒนะ บำรุงร่างกาย บำรุงสตรีเลือดน้อย - ตำรับยาลูกแปลกแม่ ตำรับยาสาวสวยในตำนาน - สูตรยาดองน้ำผึ้ง ตำรับหลานท่านเจ้าพระยาอภัยภูเบศร #ตู้ยาอายุวัฒนะ #สมุนไพรอภัยภูเบศร,0,1.4142780303955078
มึงนอกใจแสงโสมตั้งแต่เมื่อไหร่5555,2,0.944481611251831
มีแอลกอฮอลมั้ยคะ,"The sentiment of the message is ""question.""",0.9931550025939941
เครื่อง v6 กี่ ccครับ เพราะเห็นของที่toyota บ้านเรา เอาเข้ามา 3.5 v6 ยังปาไป ห้าล้านกว่าเลยครับ,"The sentiment of the given message is ""question"".",2.4661428928375244
Cf บรัช 4หลุม tarte : 1790,1,0.5900254249572754
ฟอร์ด แนะนำเทคนิคขับออฟโรดแบบง่ายๆ,0,0.7609970569610596
มันบ่แซบ,"The sentiment of the message ""มันบ่แซบ"" is ""negative.""",1.3109357357025146
ในเว็บไซต์จะแจ้งสาขาที่ไม่ร่วมรายการค่ะ ^^,Sentiment: neutral,0.8508071899414062
ฝ้ายจะไม่ทน กับคนนิสัยไม่ดี,2,0.7437026500701904
แท็กแม่มาดู,"The sentiment of the message ""แท็กแม่มาดู"" is ""neutral.""",1.140831470489502
อ๊ะ ไปก็ไป,"The sentiment of the message ""อ๊ะ ไปก็ไป"" is ""neutral.""",1.3937029838562012
ไม่ๆ อยากินบาบีก้อนละอะ เห้อๆๆๆ,2,1.119072437286377
เราใช้ซีวิค เวลาเช็คระยะทีนึงก็ตกประมาณ 4-5 พันเลยค่ะ ไม่รวมอะไหล่พิเศษต่างๆ เคยได้ยินว่าของโตโยต้าถูกกว่านี้ ฮือ,2,0.7193741798400879
เคยเก็บฝาเบียร์ช้างเพื่อแลกกับการเข้าชมคาราบาวตอนเด็กๆ,"The sentiment of the message is ""positive.""",0.8830165863037109
ก็เพิ่งรู้ว่ามีผ้าอนามัยแบบสอด😂,1,0.9240915775299072
ทีเด็ดครับบอกเลย,"The sentiment of the message ""ทีเด็ดครับบอกเลย"" is ""positive.""",1.1045558452606201
ต้องรออิอ้วน กลับมาา เศร้า,2,0.6371684074401855
มาชมเรวๆๆ,"The sentiment of the message ""มาชมเรว"" is ""positive.""",1.053013801574707
"ONYX & Kulov present Aquafest 2018 12-16 เมษายนนี้ เตรียมพร้อมกับเทศกาลแห่งปีบนถนน RCA กับ ONYX Aquafest 2018 และพบกับ Special guest DJs อย่าง Yellow Claw (13 เมษายน), Swanky Tunes (14 เมษายน), LNY TNZ (15 เมษายน) บัตรวันที่ 12 และ 16 ราคา 500 บาท/ เครื่องดื่ม 1 กระป๋อง บัตรวันที่ 13-14-15 ราคา 800 บาท/ เครื่องดื่ม 1 กระป๋อง Regular table ไม่รวมบัตรค่าเข้างาน (1โต๊ะขนาดสำหรับ 5 ท่าน) Regular table วันที่ 12 และ 16 General area 6,000 บาท Prime area 9,000 บาท Regular table วันที่ 13-14-15 General area 9,000 บาท Prime area 10,000 บาท บัตรและโต๊ะซื้อได้หน้างานค่ะ สอบถามข้อมูลเพิ่มเติม 08-1645-1166, www.onyxbangkok.com หรือ www.facebook.com/onyxbkk",1,1.4021458625793457
Mistine ก็ตลาดล่าง พรีเซนเตอร์ไม่รู้กี่คน ตัวท็อปทั้งนั้น คิดว่าดาราพวกนั้นใช้มิสทีนจริงๆหรือเปล่าล่ะ,2,0.9651379585266113
สิ้นเดือนเจอกัน,"The sentiment of the message ""สิ้นเดือนเจอกัน"" is ""neutral.""",1.7044634819030762
โดนผีสิงห์ .. ลุกมะไหวเบยยย #singha,"The sentiment of the message is ""negative.""",0.7965559959411621
จะเกมส์ได้ไง ผมเลิกแล้ว ไปๆๆ,"The sentiment of the message is ""negative.""",0.9725282192230225
ไม่ว่าง,"The sentiment of the message ""ไม่ว่าง"" is ""negative.""",0.8093783855438232
จัดปุยแต่ว่าเพื่อนคนอื่นละ,"The sentiment of the message is ""neutral.""",1.0294737815856934
อยากดู เทียน่า2011สีขาวพอจะมีไหมครับ,"The sentiment of the message is ""question"".",1.0267295837402344
ห่ากูรอมึงรีวิวอยุ่กูถึงจะซื้อแดกเนียไม่กล้ากลัวไม่อร่อยคืนนี้ต้องจัด,"The sentiment of the given message is ""positive.""",1.0055742263793945
นิโคติน มีผลต่อหลอกเลือดหัวใจ และ คาเฟอีน ก็ให้ผลเช่นเดียวกัน,1,1.002413272857666
ลีโอ..ต้องขอนแข่น.กับสิง.ถึงจะได้รสชาติ..ถ้าเป็นปทุมนี่ผมไม่กินเลยจืดมาก..,2,0.7345349788665771
ทางเพจเมย์เบลลีนยังมีกิจกรรมให้ร่วมสนุกเรื่อยๆนะคะ :D,"The sentiment of the message is ""positive.""",1.012758731842041
"ที่สุดของรถสปอร์ตเอนกประสงค์สายพันธุ์แกร่งต้องคันนี้เท่านั้นครับ ""New Mitsubishi Pajero Sport"" 😎😎😎",0,0.6465029716491699
ไปกันนน อยากก,"The sentiment of the message ""ไปกันนน อยากก"" is ""positive.""",1.4377055168151855
เอ็มเคไง มึงอยากกินไม่ใช่หรอ,"The sentiment of the message is ""positive.""",1.068058967590332
จัดดิ,"The sentiment of the message ""จัดดิ"" is ""neutral.""",1.006608247756958
ฟา โท แป้งเจ้านาง,"The sentiment of the message ""ฟา โท แป้งเจ้านาง"" is ""neutral.""",1.2094178199768066
เป็นโปรโมชั่นเปิดสาขาใหม่นะคะ,"The sentiment of the message is ""positive.""",1.0048575401306152
ลากเอาแจ๊สมาร่วมวง แล้วทำไม ไม่เอามาสด้า 2 ดีเซล มาด้วยซะเลยหละ เหอๆ,"The sentiment of the given message is ""negative.""",0.7287993431091309
วัดไล่ที่ชาวบ้านด้วย แอบขายที่ธรณีสงฆ์ให้กทม.+สำนักงานทรัพย์สิน. อ้างหาเงินบำรุงวัด สร้างศาสนาสถานเพื่อชาติ ท่องเที่ยว,2,0.994713306427002
#SinghaPark #SinghaParkChiangRai #SocialEnterprise #สิงห์ปาร์คเชียงราย มีใครคิดถึงบอลลูนบ้างเอ่ย???? อย่าลืมนะ 14-18 กพ. 2561 เรามีนัดกัน กับงาน Singha Park Chiangrai International Balloon Fiesta 2018 พลาดไม่ได้เลยน้าาาาา #งานนี้เข้าชมฟรี --------------------------- ***Application 'Singhapark' app ที่จะช่วยเปิดประสบการณ์การท่องเที่ยวที่สิงห์ปาร์คเชียงรายให้สนุกมากขึ้น พร้อมให้ดาวน์โหลดแล้ววันนี้ คลิกเลย ----> ios : https://appsto.re/th/s-0gdb.i android : https://play.google.com/store/apps/details?id=com.singha.singhapark,0,0.6300110816955566
กุกลับ 10 อ่ะ,"The sentiment of the message ""กุกลับ 10 อ่ะ"" is ""neutral"".",1.1650190353393555
ทำให้มันต้องก็แล้ว,"The sentiment of the message ""ทำให้มันต้องก็แล้ว"" is ""neutral.""",1.0375571250915527
เปิดคนให้ด่าได้แล้วหรอคะ แหมมม อิห่า เปิดราคา CHR กลัวขายดีหรอคะ ดูรถที่ราคาสมเหตุสมผลที่สุดตอนนี้คือ sienta,"The sentiment of the given message is ""negative.""",2.3296639919281006
เกือบห้าพัน บอกไม่กี่บาท,"The sentiment of the message is ""neutral.""",0.8625149726867676
ถ้าคนเจอที่กระทรวงกะลาโหม จะยึดอะไรคับ ?????,"The sentiment of the given message is ""question.""",1.121168851852417
จดทะเบียนครับผม,Sentiment: neutral,0.851215124130249
น่าสนๆ เราไปลองพร้อมกันดีไหมคะ มื้อเที่ยงวันสามคนเรา อิอิ,0,0.6487996578216553
อยากกินชีสเหมือนกัน5555,"The sentiment of the message is ""positive.""",1.3567306995391846
แอร์เอเชียได้เงินกูครั้งเดียวพอ จำไว้,2,0.5982022285461426
วันนี้ไปเดินดูน้ำหอม อยากได้ CK เพราะมันลดราคา 50% เหลือ 1800 บาทกูยังไม่มีปัญญาซื้อเลยไอ้สัส ค่าคอนกับค่าบั้มค้ำคอ…,2,0.7700464725494385
ต่อไปกูจะพก ยาบ้า แทนบุหรี่ไฟฟ้า,2,0.5912513732910156
กิน กิน,"The sentiment of the message ""กิน กิน"" is ""neutral.""",1.2088890075683594
มะกรุก สามตะกร้า ไปกัน,"The sentiment of the message is ""neutral.""",0.970780611038208
กินไรก็ได้ ขอเว้น เอ็มเคไว้อย่างละกัน ฮือ,"The sentiment of the message is ""neutral.""",0.7388296127319336
เดียวพอนานๆไปเค้าเเจกนิ เชื่อตะเอาไปไหนไม่ตรึก 555 แค่กินเบียช้างตามร้านเหล้าเค้าก้เเจกแล้ว. เดียวเอาไว้ไห้,"The sentiment of the given message is ""positive.""",1.0158193111419678
เทคนิคป้องกันแสงแดดที่ฟ้าจะแนะนำเพื่อนๆ คือ ก่อนออกจากบ้านทุกครั้งให้ทาครีมกันแดดก่อนออกบ้านอย่างน้อย 15 นาที และควรใช้ครีมกันแดดที่มีค่า spf50 ขึ้นไป เพราะจะมีประสิทธิภาพในการป้องกันแสงแดดได้ดีมาก ยิ่งอากาศประเทศไทยเราเป็นเมืองร้อน ทำให้ผิวคล้ำเสียง่ายและทำให้ใบหน้าเป็นฝ้ากระด้วยค่ะ ดังนั้นเราจึงควรดูแลผิวของเราให้สม่ำเสมอและเป็นประจำทุกวันค่ะ ฟ้าอยากได้ NIVEA Sun Instant Aura SPF 50 ไปลองใช้ค่ะ เพราะสรรพคุณเห็นว่าสามารถกันแดดด้วยค่า spf50+pa+++ ซึ่งกันแดดได้สูงมากๆ เนื้อครีมบางเบา เกลี่ยง่ายเรียบเนียน ไม่ตกร่อง ไม่ทำให้เป็นคราบ และผสมพิ้งค์ไพรมเมอร์ที่ช่วยปรับสีผิวให้สว่างขึ้น พร้อมสารที่บำรุงผิวให้ขาวกระจ่างใสอีกด้วย ซึ่งเชื่อว่ามันต้องดีกว่ากันแดดที่ใช้อยู่แน่ๆค่ะ,0,0.6505897045135498
น่าลองน๊า,0,0.6551077365875244
คือวันนี้แบบวันมามากอ่ะ แล้วเปลี่ยนผ้าอนามัยไปแล้ว3แผ่น เลอะด้วยละตอนนี้ยืนบนรถเมล์แบบชุ่ม.....,2,0.6818923950195312
ตอนนี้ป๋าดูดนิคเท่าไหร่ครับ,"The sentiment of the message is ""question"".",0.9538183212280273
เทียบกันระหว่างรองพื้นMarc Jacob ที่เขาว่าติดทนกับBecca ก็ยังชอบBeccaมากกว่า แต่แพงเหมือนกัน แงๆ,2,0.6389992237091064
ผมก็รอไม้ไหวจัดMG zsมาขับแหละราคาเบ่าๆๆๆ,"The sentiment of the given message is ""positive.""",1.1783227920532227
เบอร์8อิโดนิเชียเล่นดีจิงๆแต่ไทยก็ไม่คมถ้าเล่นแบบนี้ก็ยุแต่ในอาเชียนเถอะคับ คลองบอลก็น้อยกว่าเขา โค๊ชใหม่ก็ไม่เข้าใจเท่ากับโค๊ชคนไทยด้วยกัน บอลไทยกำลังกลับไปยุในยุกเดิม มืดมน ขอบคุณเบียร์ช้างที่สนับสนุน ผมอย่างเป็นทางการ,2,0.6630823612213135
ว่าใคร,"The sentiment of the message ""ว่าใคร"" is ""question"".",1.0957732200622559
"สิ่งที่ช่วยเติมเต็มรสชาติความอร่อยในมื้ออาหารของเราคงจะเป็น ""เบียร์ช้าง"" เย็นๆๆๆ ไม่ว่าจะหนาวและจะร้อน เพียงแค่ได้ดื่มเบียร์ช้างกับเพื่อนที่รู้ใจไม่ว่าความทุกข์จะหนักหนาแค่ไหนก็ไม่ได้เป็นอุปสรรค ยิ่งได้กินอาหารที่มีรสชาติอร่อยฟังเพลงเพราะๆกับศิลปินที่ชอบก็ทำให้ฟินไปอีก",0,1.2745063304901123
เฮ้อออ🙄🙄🙄🙄🙄,"The sentiment of the message ""เฮ้อออ"" is ""negative.""",1.2376067638397217
ได้ๆ ค่อยไปวันที่รร.ปิด,"The sentiment of the message is ""neutral.""",0.7758984565734863
สาขาเซนทรัลพระรามสองเปิดยังค่ะ,"The sentiment of the message is ""question.""",1.0199098587036133
เท่าที่อ่านดราม่าของฟอร์ด และแฟนใช้มา รับรู้ได้ว่า รถคุณภาพแย่ ขับๆอยู่เกียร์พังงี้ หาสาเหตุไม่ได้อะ และบริการหลังก…,2,0.5571060180664062
Nyx โซนเครื่องสำอางอะ,"The sentiment of the message is ""neutral.""",0.994720458984375
พรุ่งนี้วันลอยกระทง ทางร้านมีกิจกรรมดีๆพร้อมของขวัญพรีเมียร์มากมาย สำหรับคุณลูกค้า จากทาง Johnnie Walker พลาดไม่ได้เลยนะคะ💥,0,0.5801234245300293
เปลี่ยนใจจากยาริสแล้ว,2,1.1373496055603027
อิห่า แมคไม่คุ้มเลย เคฟซีน่าแดกกว่า,2,0.6923606395721436
#ช้างเอฟเอคัพ2017 จับฉลากวันนี้ไหม? คุณอยากเจอทีมไหน?,"The sentiment of the message is ""question"".",0.9881112575531006
☺️☺️เคยไหมครับ? ขับรถทางไกลแล้วรู้สึกเหนื่อยล้า เนื่องจากต้องคอยเหยียบคันเร่งเพื่อรักษาความเร็วอยู่ตลอดเวลา ปัญหาเหล่านี้จะหมดไปเพราะ มิตซูบิชิ แอททราจ มีระบบล็อกความเร็วบนพวงมาลัย หรือ Cruise Control ที่ช่วยลดความเมื่อยล้าเมื่อต้องขับขี่ทางไกล ทำให้ท่านไม่ต้องเหยียบคันเร่งไว้ตลอดเวลาเมื่อขับขี่ทางไกลครับ (เฉพาะรุ่น GLS-LTD)🤗,0,0.6417958736419678
บางสาขาซอสราดหมูหมดอ่าา!??,2,0.986396074295044
พร้อมเสมอ,"The sentiment of the message ""พร้อมเสมอ"" is ""positive.""",0.8765349388122559
กานิเย่ค่ะ,"The sentiment of the message ""กานิเย่ค่ะ"" is ""neutral.""",1.2671465873718262
ห้าง #showdc เป็นห้างที่งงเด้ ร้าน k-super มาม่าเผ็ดติดราคาก็ไม่ตรง ติดไว้แพค275แต่คิดมา310งงเด้ แถมแพ็คที่อยู่คนละฝั่งราคาก็ไม่เหมือนกัน(1),2,1.26212477684021
สมัยหนุ่มๆขับHonda city ไปไหนใกล้ไกล คล่องตัว ไม่ว่าการขับแบบทำความเร็ว ในการทำงาน และขับแบบสบายๆยามพักผ่อน ปัจจุบันใช้CRVใหม่7ที่นั่ง ชีวิตสะดวกสบายมากขึ้นทั้งการขนสัมภาระและการท่องเที่ยวกันทั้งครอบครัว,0,0.9738476276397705
กลุ่ม cp. & เบียร์ช้าง กินรวบไปหมดแล้ว ที่เหลือ รอความตาย มีแต่ก้าง กระดูก ให้รุมแย่ง เนื้อๆหมดแล้ว,2,0.5333726406097412
เนื้อชิ้นหนาๆ,"The sentiment of the message ""เนื้อชิ้นหนา"" (which translates to ""thick piece of meat"") is likely ""neutral.""",1.389836072921753
กินเบื่อแระ,2,0.691155195236206
ซื้อมาให้ลองหน่อยเซเว่นมีขาย😚,"The sentiment of the message is ""positive.""",1.0037977695465088
ข้างตึกฟิศใหม่มีคอนโดของแสนสิริ คืออยากซื้อมาก เดิน 1 นาทีถึงที่ทำงาน เดิน 3 นาทีถึงบีทีเอสทองหล่อ ติดที่ไม่มีเงิน,2,0.6462929248809814
อยากกินวะ แก,"The sentiment of the message is ""positive.""",0.7957007884979248
ครับป๋า ต้องการแค่นี้จริงๆ ขอให้ยอมเปิดเหอะ,"The sentiment of the message is ""positive.""",1.1178231239318848
อย่าไปคิดมาก..... ฟอร์จูนเนอร์1.7ล. เบนซ์3-4ล. คนซื้อไม่เคยบ่นเลย,"The sentiment of the message is ""neutral.""",1.0265140533447266
"ฟอร์ด บุกตลาด ""อีวี"" ในอินเดีย #prachachat #ตลาดรถยนต์",1,0.6031668186187744
2ชุดจบเลย,"The sentiment of the message ""2ชุดจบเลย"" is ""neutral.""",1.0347871780395508
ขอบคุณจ้า,"The sentiment of the message ""ขอบคุณจ้า"" is ""positive.""",0.8880729675292969
& Resilience Soothing Treatment Lotion ทรีทเมนต์โลชั่นสูตรใหม่ปราศจากแอลกอฮอล์ที่ช่วยปลอบประโลมผิวด้วยคุณประโยชน์จากเห็ดนานาชนิดที่ผ่านการคิดค้นเพื่อให้ได้สูตรที่ดีที่สุดต่อผิว เชิญรับฟรี! ขนาดทดลองและบริการปรนนิบัติผิว 25 นาที ที่เคาน์เตอร์ออริจินส์ทุกสาขา ค้นหาได้ที่ www.origins.co.th/store-locator (ผลิตภัณฑ์ขนาดทดลองมีจำนวนจำกัดและโปรดสำรองสิทธิ์ก่อนรับบริการ),0,0.639868974685669
นาวาร่า..แข็งแกร่ง ดุดัน ดั่งขวานบิ่น,"The sentiment of the message is ""positive.""",0.7822017669677734
เบียร์เป็นลังไม่เคยเมา มุงจะมาแพ้แค่สปาย3ขวดเหรอ,2,0.6031644344329834
มาสด้า 2 แคบนะ ข้างหลัง แต่เป็นรถหนักเหมาะแก่การขับขี่มากมายพี่เค้าใช้อยู่ๆๆ แต่เค้าว่าแกไม่ต้องคอนเซินเรื่องหนักเบาก็ได้เพราะว่าถ้าหนักข้อเสียคือเปลืองน้ำมัน เอาจริงๆเราก็ไม่ได้ว่าขับทางไกลบ่อยไรงี้ รถเบาๆก็ถือว่าดี,1,0.9061965942382812
ผมมองๆX-Trail minorเหมือนกันครับ ถ้าได้ถุงลมเพิ่ม มันจะเป็นรถที่จบเลยกับประเภทนี้ การขับขี่ก็ดี เบาะหลังสบายสุดในคลาส,0,0.707024335861206
เมื่อวานไม่เห็นมีโปร กินเสร็จมีโปรเฉย,2,0.5252916812896729
บุหรี่ไฟฟ้าน่าเกลียดกว่า,2,0.643571138381958
เอ้าาาา 5555,"The sentiment of the message ""เอ้าาาา 5555"" is ""positive.""",2.5138492584228516
โอ้ยอยาก พันรำ กำลังเพลิน,"The sentiment of the message is ""positive.""",0.8761799335479736
แนะนำน้ำมันเครื่อง รถ mazda cx5 ให้หน่อยครับและขอทราบราคาสินค้าด้วยครับ,"The sentiment of the message is ""question.""",0.7927050590515137
วันนี้ไม่ได้ กูกินมัง เอาวันอื่น555555555,"The sentiment of the message is ""positive.""",0.9184403419494629
พกปืนเถื่อนโทษยังน้อยกว่าบุหรี่ไฟฟ้าอีก,2,0.6053905487060547
ทำไมกินแล้วแม่งแฮงค์ กว่ากินช้าง กินลีโอว่ะ หรือลิ้นไม่ถึงก็ไม่รู้,"The sentiment of the given message is ""negative.""",0.9548640251159668
สมัยคุณปูเคยตรวจสอบอะไรได้ที่ไหนครับ แค่ตั้งกรรมการสอบนี่นั่นยังไม่เคยทำเลย,2,0.5447282791137695
