texts,category,process_time
เป็นโปรโมชั่นเปิดสาขาใหม่นะคะ,    Sentiment: neutral,1.1821258068084717
ลากเอาแจ๊สมาร่วมวง แล้วทำไม ไม่เอามาสด้า 2 ดีเซล มาด้วยซะเลยหละ เหอๆ,    Sentiment: question,0.7713510990142822
วัดไล่ที่ชาวบ้านด้วย แอบขายที่ธรณีสงฆ์ให้กทม.+สำนักงานทรัพย์สิน. อ้างหาเงินบำรุงวัด สร้างศาสนาสถานเพื่อชาติ ท่องเที่ยว,    Sentiment: negative,0.9183423519134521
#SinghaPark #SinghaParkChiangRai #SocialEnterprise #สิงห์ปาร์คเชียงราย มีใครคิดถึงบอลลูนบ้างเอ่ย???? อย่าลืมนะ 14-18 กพ. 2561 เรามีนัดกัน กับงาน Singha Park Chiangrai International Balloon Fiesta 2018 พลาดไม่ได้เลยน้าาาาา #งานนี้เข้าชมฟรี --------------------------- ***Application 'Singhapark' app ที่จะช่วยเปิดประสบการณ์การท่องเที่ยวที่สิงห์ปาร์คเชียงรายให้สนุกมากขึ้น พร้อมให้ดาวน์โหลดแล้ววันนี้ คลิกเลย ----> ios : https://appsto.re/th/s-0gdb.i android : https://play.google.com/store/apps/details?id=com.singha.singhapark,    Positive,0.612823486328125
กุกลับ 10 อ่ะ,    Sentiment: neutral,0.8305578231811523
ทำให้มันต้องก็แล้ว,    Sentiment: neutral,0.5973503589630127
เปิดคนให้ด่าได้แล้วหรอคะ แหมมม อิห่า เปิดราคา CHR กลัวขายดีหรอคะ ดูรถที่ราคาสมเหตุสมผลที่สุดตอนนี้คือ sienta,    Sentiment: negative,1.755634069442749
เกือบห้าพัน บอกไม่กี่บาท,    Sentiment: negative,0.7870328426361084
ถ้าคนเจอที่กระทรวงกะลาโหม จะยึดอะไรคับ ?????,    Sentiment: question,0.781733512878418
จดทะเบียนครับผม,    neutral,1.0948984622955322
น่าสนๆ เราไปลองพร้อมกันดีไหมคะ มื้อเที่ยงวันสามคนเรา อิอิ,    Sentiment: positive,0.9567091464996338
อยากกินชีสเหมือนกัน5555,    Sentiment: positive,1.010291337966919
แอร์เอเชียได้เงินกูครั้งเดียวพอ จำไว้,    Sentiment: negative,1.1647617816925049
วันนี้ไปเดินดูน้ำหอม อยากได้ CK เพราะมันลดราคา 50% เหลือ 1800 บาทกูยังไม่มีปัญญาซื้อเลยไอ้สัส ค่าคอนกับค่าบั้มค้ำคอ…,    Sentiment: negative,0.616337776184082
ต่อไปกูจะพก ยาบ้า แทนบุหรี่ไฟฟ้า,    Sentiment: negative,0.8999254703521729
กิน กิน,1,1.2612934112548828
มะกรุก สามตะกร้า ไปกัน,    Sentiment: neutral,0.631854772567749
กินไรก็ได้ ขอเว้น เอ็มเคไว้อย่างละกัน ฮือ,    Sentiment: negative,0.6130247116088867
เดียวพอนานๆไปเค้าเเจกนิ เชื่อตะเอาไปไหนไม่ตรึก 555 แค่กินเบียช้างตามร้านเหล้าเค้าก้เเจกแล้ว. เดียวเอาไว้ไห้,    Sentiment: neutral,0.6261122226715088
เทคนิคป้องกันแสงแดดที่ฟ้าจะแนะนำเพื่อนๆ คือ ก่อนออกจากบ้านทุกครั้งให้ทาครีมกันแดดก่อนออกบ้านอย่างน้อย 15 นาที และควรใช้ครีมกันแดดที่มีค่า spf50 ขึ้นไป เพราะจะมีประสิทธิภาพในการป้องกันแสงแดดได้ดีมาก ยิ่งอากาศประเทศไทยเราเป็นเมืองร้อน ทำให้ผิวคล้ำเสียง่ายและทำให้ใบหน้าเป็นฝ้ากระด้วยค่ะ ดังนั้นเราจึงควรดูแลผิวของเราให้สม่ำเสมอและเป็นประจำทุกวันค่ะ ฟ้าอยากได้ NIVEA Sun Instant Aura SPF 50 ไปลองใช้ค่ะ เพราะสรรพคุณเห็นว่าสามารถกันแดดด้วยค่า spf50+pa+++ ซึ่งกันแดดได้สูงมากๆ เนื้อครีมบางเบา เกลี่ยง่ายเรียบเนียน ไม่ตกร่อง ไม่ทำให้เป็นคราบ และผสมพิ้งค์ไพรมเมอร์ที่ช่วยปรับสีผิวให้สว่างขึ้น พร้อมสารที่บำรุงผิวให้ขาวกระจ่างใสอีกด้วย ซึ่งเชื่อว่ามันต้องดีกว่ากันแดดที่ใช้อยู่แน่ๆค่ะ,    Sentiment: positive,0.9576065540313721
น่าลองน๊า,    positive,0.6483962535858154
คือวันนี้แบบวันมามากอ่ะ แล้วเปลี่ยนผ้าอนามัยไปแล้ว3แผ่น เลอะด้วยละตอนนี้ยืนบนรถเมล์แบบชุ่ม.....,    Sentiment: negative,0.8268671035766602
ตอนนี้ป๋าดูดนิคเท่าไหร่ครับ,    Sentiment: question,0.8237645626068115
เทียบกันระหว่างรองพื้นMarc Jacob ที่เขาว่าติดทนกับBecca ก็ยังชอบBeccaมากกว่า แต่แพงเหมือนกัน แงๆ,    Sentiment: neutral,1.135890007019043
ผมก็รอไม้ไหวจัดMG zsมาขับแหละราคาเบ่าๆๆๆ,    Sentiment: positive,0.9469718933105469
เบอร์8อิโดนิเชียเล่นดีจิงๆแต่ไทยก็ไม่คมถ้าเล่นแบบนี้ก็ยุแต่ในอาเชียนเถอะคับ คลองบอลก็น้อยกว่าเขา โค๊ชใหม่ก็ไม่เข้าใจเท่ากับโค๊ชคนไทยด้วยกัน บอลไทยกำลังกลับไปยุในยุกเดิม มืดมน ขอบคุณเบียร์ช้างที่สนับสนุน ผมอย่างเป็นทางการ,    Sentiment: negative,0.6280550956726074
ว่าใคร,    Sentiment: question,0.6549315452575684
"สิ่งที่ช่วยเติมเต็มรสชาติความอร่อยในมื้ออาหารของเราคงจะเป็น ""เบียร์ช้าง"" เย็นๆๆๆ ไม่ว่าจะหนาวและจะร้อน เพียงแค่ได้ดื่มเบียร์ช้างกับเพื่อนที่รู้ใจไม่ว่าความทุกข์จะหนักหนาแค่ไหนก็ไม่ได้เป็นอุปสรรค ยิ่งได้กินอาหารที่มีรสชาติอร่อยฟังเพลงเพราะๆกับศิลปินที่ชอบก็ทำให้ฟินไปอีก",    Sentiment: positive,0.5871424674987793
เฮ้อออ🙄🙄🙄🙄🙄,    Sentiment: negative,0.6208493709564209
ได้ๆ ค่อยไปวันที่รร.ปิด,    Sentiment: neutral,0.5283069610595703
สาขาเซนทรัลพระรามสองเปิดยังค่ะ,    Sentiment: question,0.6776769161224365
เท่าที่อ่านดราม่าของฟอร์ด และแฟนใช้มา รับรู้ได้ว่า รถคุณภาพแย่ ขับๆอยู่เกียร์พังงี้ หาสาเหตุไม่ได้อะ และบริการหลังก…,    Sentiment: negative,0.625568151473999
Nyx โซนเครื่องสำอางอะ,    neutral,0.6191492080688477
พรุ่งนี้วันลอยกระทง ทางร้านมีกิจกรรมดีๆพร้อมของขวัญพรีเมียร์มากมาย สำหรับคุณลูกค้า จากทาง Johnnie Walker พลาดไม่ได้เลยนะคะ💥,    Sentiment: positive,0.6664104461669922
เปลี่ยนใจจากยาริสแล้ว,    Sentiment: neutral,0.6557812690734863
อิห่า แมคไม่คุ้มเลย เคฟซีน่าแดกกว่า,    Sentiment: negative,0.5645678043365479
#ช้างเอฟเอคัพ2017 จับฉลากวันนี้ไหม? คุณอยากเจอทีมไหน?,    Sentiment: question,0.7751550674438477
☺️☺️เคยไหมครับ? ขับรถทางไกลแล้วรู้สึกเหนื่อยล้า เนื่องจากต้องคอยเหยียบคันเร่งเพื่อรักษาความเร็วอยู่ตลอดเวลา ปัญหาเหล่านี้จะหมดไปเพราะ มิตซูบิชิ แอททราจ มีระบบล็อกความเร็วบนพวงมาลัย หรือ Cruise Control ที่ช่วยลดความเมื่อยล้าเมื่อต้องขับขี่ทางไกล ทำให้ท่านไม่ต้องเหยียบคันเร่งไว้ตลอดเวลาเมื่อขับขี่ทางไกลครับ (เฉพาะรุ่น GLS-LTD)🤗,    Positive,0.5806820392608643
บางสาขาซอสราดหมูหมดอ่าา!??,    Sentiment: neutral,0.8136026859283447
พร้อมเสมอ,    neutral,0.6393251419067383
กานิเย่ค่ะ,    Neutral,0.5816307067871094
ห้าง #showdc เป็นห้างที่งงเด้ ร้าน k-super มาม่าเผ็ดติดราคาก็ไม่ตรง ติดไว้แพค275แต่คิดมา310งงเด้ แถมแพ็คที่อยู่คนละฝั่งราคาก็ไม่เหมือนกัน(1),    Sentiment: negative,0.6124322414398193
สมัยหนุ่มๆขับHonda city ไปไหนใกล้ไกล คล่องตัว ไม่ว่าการขับแบบทำความเร็ว ในการทำงาน และขับแบบสบายๆยามพักผ่อน ปัจจุบันใช้CRVใหม่7ที่นั่ง ชีวิตสะดวกสบายมากขึ้นทั้งการขนสัมภาระและการท่องเที่ยวกันทั้งครอบครัว,    Sentiment: positive,0.6256909370422363
กลุ่ม cp. & เบียร์ช้าง กินรวบไปหมดแล้ว ที่เหลือ รอความตาย มีแต่ก้าง กระดูก ให้รุมแย่ง เนื้อๆหมดแล้ว,    Sentiment: negative,0.551100492477417
เนื้อชิ้นหนาๆ,    neutral,0.6931815147399902
กินเบื่อแระ,    Sentiment: negative,0.9253063201904297
ซื้อมาให้ลองหน่อยเซเว่นมีขาย😚,    Sentiment: neutral,0.6512928009033203
ข้างตึกฟิศใหม่มีคอนโดของแสนสิริ คืออยากซื้อมาก เดิน 1 นาทีถึงที่ทำงาน เดิน 3 นาทีถึงบีทีเอสทองหล่อ ติดที่ไม่มีเงิน,    Sentiment: negative,0.8038363456726074
อยากกินวะ แก,    Sentiment: positive,0.6472930908203125
ครับป๋า ต้องการแค่นี้จริงๆ ขอให้ยอมเปิดเหอะ,    Sentiment: neutral,0.6214478015899658
อย่าไปคิดมาก..... ฟอร์จูนเนอร์1.7ล. เบนซ์3-4ล. คนซื้อไม่เคยบ่นเลย,    Sentiment: neutral,0.6791949272155762
"ฟอร์ด บุกตลาด ""อีวี"" ในอินเดีย #prachachat #ตลาดรถยนต์",    Sentiment: neutral,0.6218166351318359
2ชุดจบเลย,    neutral,0.6332962512969971
ขอบคุณจ้า,    Sentiment: positive,0.9371795654296875
& Resilience Soothing Treatment Lotion ทรีทเมนต์โลชั่นสูตรใหม่ปราศจากแอลกอฮอล์ที่ช่วยปลอบประโลมผิวด้วยคุณประโยชน์จากเห็ดนานาชนิดที่ผ่านการคิดค้นเพื่อให้ได้สูตรที่ดีที่สุดต่อผิว เชิญรับฟรี! ขนาดทดลองและบริการปรนนิบัติผิว 25 นาที ที่เคาน์เตอร์ออริจินส์ทุกสาขา ค้นหาได้ที่ www.origins.co.th/store-locator (ผลิตภัณฑ์ขนาดทดลองมีจำนวนจำกัดและโปรดสำรองสิทธิ์ก่อนรับบริการ),    Sentiment: neutral,1.036787509918213
นาวาร่า..แข็งแกร่ง ดุดัน ดั่งขวานบิ่น,    Sentiment: positive,0.9468686580657959
เบียร์เป็นลังไม่เคยเมา มุงจะมาแพ้แค่สปาย3ขวดเหรอ,    Sentiment: neutral,1.0029566287994385
มาสด้า 2 แคบนะ ข้างหลัง แต่เป็นรถหนักเหมาะแก่การขับขี่มากมายพี่เค้าใช้อยู่ๆๆ แต่เค้าว่าแกไม่ต้องคอนเซินเรื่องหนักเบาก็ได้เพราะว่าถ้าหนักข้อเสียคือเปลืองน้ำมัน เอาจริงๆเราก็ไม่ได้ว่าขับทางไกลบ่อยไรงี้ รถเบาๆก็ถือว่าดี,    neutral,1.1687183380126953
ผมมองๆX-Trail minorเหมือนกันครับ ถ้าได้ถุงลมเพิ่ม มันจะเป็นรถที่จบเลยกับประเภทนี้ การขับขี่ก็ดี เบาะหลังสบายสุดในคลาส,    Sentiment: positive,0.626183032989502
เมื่อวานไม่เห็นมีโปร กินเสร็จมีโปรเฉย,    negative,0.5336663722991943
บุหรี่ไฟฟ้าน่าเกลียดกว่า,    Sentiment: negative,0.7319066524505615
เอ้าาาา 5555,    Sentiment: positive,0.5597009658813477
โอ้ยอยาก พันรำ กำลังเพลิน,    Sentiment: positive,0.5134387016296387
แนะนำน้ำมันเครื่อง รถ mazda cx5 ให้หน่อยครับและขอทราบราคาสินค้าด้วยครับ,    Sentiment: question,0.5108950138092041
วันนี้ไม่ได้ กูกินมัง เอาวันอื่น555555555,    Sentiment: neutral,0.4624350070953369
พกปืนเถื่อนโทษยังน้อยกว่าบุหรี่ไฟฟ้าอีก,    Sentiment: negative,0.8840999603271484
ทำไมกินแล้วแม่งแฮงค์ กว่ากินช้าง กินลีโอว่ะ หรือลิ้นไม่ถึงก็ไม่รู้,    Sentiment: negative,0.5795445442199707
สมัยคุณปูเคยตรวจสอบอะไรได้ที่ไหนครับ แค่ตั้งกรรมการสอบนี่นั่นยังไม่เคยทำเลย,    Sentiment: negative,0.8246290683746338
"เข้าไปอ่านคอมเมนท์ละโมโหนะ ที่บอกว่า เรียกร้องประกัน 10 ปี ขับจนเป็นรถกระป๋องไปแล้ว เอาจริงๆ เราอ้ะ คือ คนใช้ CX-5 ที่มีปัญหา อยากจะบอกว่า ประกัน 10 ปี หรือ 500,000 กิโล อ้ะ มันไม่พอนะ เราอยากให้คุณซื้อรถคืนไปในราคาที่เราซื้อมา จะหักค่าเสื่อมก็ได้ แต่ขออย่าให้มันเป็นราคาตลาดเลย ซื้อมาล้านเจ็ด ราคาตลาดสามปี เหลือเจ็ดแสน เราซื้อ mazda cx5 diesel 2.2 ใช้มา สามปีกว่า ระยะทางประมาณแปดหมื่นกิโล เราซ่อมมาหลายอย่างมากแล้ว เปลี่ยนเทอร์โบไปอันนึง เปลี่ยนปั๊มสุญญากาศไปสองอัน เปลี่ยนเพลาลูกเบี้ยวไปแล้วด้วย เราเอารถเข้าอู่เฉลี่ยปีละ 10 ครั้ง ปีนึงมี 12 เดือน แปลว่า เราต้องเอารถเข้าอู่ เดือนละประมาณ 1 ครั้ง ถามคนที่ขับรถ ทุกวันนี้ คุณเข้าอู่ปีละกี่ครั้ง ครั้งที่นานที่สุด รถคุณอยู่ในอู่กี่วัน ของเรา โดยเฉลี่ย ปีนึง รถเราอยู่ในอู่ 3 เดือน ครั้งที่นานที่สุด อยู่เกือบสองเดือน คิดว่า เรามีค่าเสียหายจากการไม่ได้ใช้รถเท่าไหร่ ค่าแท็กซี่ ค่ารถเมล์ ค่าเรือ เท่าไหร่ บ้านอยู่พระรามสาม (สะพานแขวน) ไปเรียนที่นิด้า (บางกะปิ) ค่าแท็กซี่ ขาละ 250 บาท ไป-กลับ 500 บาท เวลาสองเดือน คิดเป็นเงินกี่บาท เราไม่ได้ร้องขอความเห็นใจ เราอยากเล่าให้ฟังถึงใจคนซื้อรถคันละ 1.7 ล้าน แล้วต้องจ่ายค่าแท็กซี่ กะค่าเสียเวลาไปซ่อมอีกขนาดนี้ ใจเขาใจเราเถอะ คุณไม่ได้อยู่ในจุดนี้ คุณไม่เข้าใจหรอก เราพูดเลยว่า จะรับประกันอีกกี่สิบปี กี่แสนกิโล ก็ไม่คุ้ม เราซื้อรถมาเพราะชอบ เพราะอยากใช้ แต่รถคุณมีปัญหา พิสูจน์แล้วว่า มาจากกระบวนการผลิต คุณบอกว่า ยืดประกันให้ 6 ปี มันยืดแค่เครื่องยนต์ ส่วนของตัววัดอุณหภูมิน้ำมันเครื่อง คุณยังบอกว่า ไม่ประกัน เพราะอยู่นอกเครื่องยนต์ จะให้เราพูดยังไง ตอนนี้รถเราก็ยังอยู่ในอู่ ปีใหม่เราไม่ได้ใช้รถ เพราะไฟ DPF ขึ้น ทั้งๆ ที่เราเพิ่งจะออกมาจากอู่วันที่ 21 ธ.ค. ตอนเข้าไปก่อนปีใหม่ ไฟเตือนขึ้นเกือบทั้งหน้าปัทม์ ไฟสามเหลี่ยม ไฟเครื่องยนต์ ไฟน้ำมันเครื่อง เข้าไปเช็คมาแล้ว ออกมาไม่ถึง 10 วัน ไฟเตือนดวงใหม่ขึ้นอีก นี่มันรถหรือต้นคริสต์มาส??!?!?! มันก็เท่านั้นอ้ะ เราซื้อรถมาแล้ว เราทำอะไรได้?? จะฟ้องเรา 95 ล้าน ในฐานะที่เราทำให้เสื่อมเสียชื่อเสียง ทำให้เวียโอกาสในการขายก็ได้หรอ เราชอบรถ mazda มาก เราซื้อเพราะเรามั่นใจ เรารักสมรรถนะของรถคันนี้ แต่เราซ่อมไม่ไหวอ้ะ #เข้าใจเราด้วยเถอะ",    Negative,0.7627978324890137
