texts,category,process_time
" Hi there.  I agree!  Small children should be running about happy, not breaking down in tears",0,1.060413122177124
  Hope ur havin fun in da club,0,0.7610549926757812
i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,2,0.8703441619873047
thinks SG is wonderful,0,0.9038236141204834
  im really sorry i know wallah how u feel this life is shittttttttt,2,0.960676908493042
Not happy,2,0.7843592166900635
Is watching acoustic performances! & In the mood for a good 'FRIENDS' episode! I miss that show,0,0.9130158424377441
 I`ll oscillate from one to the other.,1,1.0948984622955322
I`m so very tired...and have insomnia.,2,0.9214503765106201
 Thanks Ennio,0,0.9362568855285645
 you should totally come get me and bring me to kelslaws house with you.,0,0.7836549282073975
" You seem nice, you`re generous and you know your stuff",0,0.9598472118377686
 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,2,1.1204910278320312
almost got a kitty yesterday...but it didn`t work out,2,1.0579986572265625
"reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.",0,0.8843815326690674
   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,0,0.860095739364624
 i still dont know what we would do though,1,2.7686779499053955
"_xo   dang it, so its not certain ? ? ? are you okay?",2,0.9504604339599609
Change of plans. I am staying in Brandon.  No Papaya Salad for me.,2,0.7843871116638184
"Dear rain, you suck. Now I gotta change my plans for tonight",2,0.7864780426025391
at starbucks with my love. eff school. i have work later too.,1,0.8112730979919434
I just cried whilst watching hollyoaks  .. i need a life! lol,1,0.9065251350402832
"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",0,0.9050097465515137
Terminator Salvation... by myself.,1,0.7711138725280762
" for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!",0,0.7878146171569824
 Why do I have to enter my registration details every time I update?,2,0.8473684787750244
"On the monday, so i wont be able to be with you!  i love you",0,0.8391308784484863
" Ur so cute..I`m a fan of Dream A Little Dream, This Kiss and appearances like in Dawson`s Creek  Make more flicks!",0,0.854433536529541
 TGIF is right...I think I broke my toe last night - on my bad foot.,2,0.8278865814208984
" Oherr it`s soon then, do you have plans? I had a party on saturday  x",0,1.0234010219573975
_LaMont yr very young looking dude,0,0.8002867698669434
": hmmm, wrong link, ignore my tweet",2,0.9129266738891602
AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,2,0.764467716217041
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,2,0.9333834648132324
" yep, i wish they were all playing dubiln",0,0.7723555564880371
 im a lady and ladies don`t move couches. they direct where the couches go,0,0.9259800910949707
 Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,0,0.9250490665435791
 26th February,1,0.8231871128082275
Guess what? mom adopted a kitty today (11 months) His name is Corky,0,0.9335191249847412
Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,0,0.9149158000946045
 Thank you!  I`m working on `s,0,0.8385710716247559
 lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,0,0.8995604515075684
Not feeling all that well today,2,0.8254857063293457
"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM",2,0.8288402557373047
_berland LMAO I know I know,0,0.8400411605834961
Gnight shar   <(` `<)Vega(>` `)>,1,0.7924966812133789
The underwire in my bra is sticking out and poking me in the armpit,2,0.923842191696167
Happy Mothers Day!!!,0,0.9670064449310303
"Yes, I am",0,1.0098035335540771
 I can`t call Mitch!  Im from sweden!,1,0.7774715423583984
Happy star wars day! May the fourth be with you,0,0.8391814231872559
was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,2,0.9401538372039795
i just watched Marley & Me...i cried so hard!,2,0.9415948390960693
Take antibacterial to school to clean your hands when you cant go the loos,0,0.8260886669158936
I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,1,0.8888819217681885
 haaaw..well i get out of class at 10:50..i hope i make it,1,1.0069305896759033
"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",2,0.8043797016143799
skype call with billie but my webcam dont work,2,0.9440486431121826
"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",0,0.9380650520324707
FML not having a car is prohibiting finding a job,2,0.8368093967437744
"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",1,0.9751086235046387
 I want to see David cook!!,0,0.791128396987915
 yeh me 2,1,1.0373690128326416
 learning tat the scenic way  din plan to go town but somehow was herded there?,1,1.0572295188903809
" i don`t want to do anything specific, i just want to see you and puppy!",0,0.8128767013549805
 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,2,0.9694294929504395
Toy Story 3 trailer premiered with Up. I need my computer back.,1,0.8084137439727783
ughh on the phone with HP!,2,0.7962653636932373
And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',0,1.0894291400909424
 yay about breaking 200!,0,0.882378101348877
 bahah sadly I am not,2,5.735533714294434
 i always have those for my Champions League parties  Tis awesome,0,0.8456394672393799
" well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",0,0.8446393013000488
_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,1,0.8322479724884033
 thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,1,1.0611426830291748
might have to go back much earlier than expected. bye bye bay area,2,0.8738608360290527
"Playin City of Villains, wishin my buddies were playin with me.....",1,1.7467501163482666
" yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously",0,0.8669328689575195
 riley hacked my twitter!  hahaha :],0,0.9096865653991699
Big Sad Face   Bing doesn`t work on iPhone.  It just takes you to the regular mobile Live search.,2,0.9026408195495605
 I liked it.  Did you record it yourself?  If so you have a very soothing voice.,0,0.8828933238983154
man im so sad school is ending  but then again high school might be better :O,1,0.8406984806060791
" Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",0,0.8390834331512451
 you`re the absoute best,0,0.7438497543334961
oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,0,0.9525995254516602
My near daily exercise is starting to show results.,0,0.7553575038909912
 Welcome!,0,0.9204552173614502
Bout to hit pmark then make one of my final meals wit the housemates..,0,0.8725087642669678
: you get to go home and i have to go to work,2,1.1056511402130127
voted for  on CMT.com,0,0.9011054039001465
"just got home from a nice party, just not tired yet",0,1.233884334564209
Now I have a sunburn,2,0.7951698303222656
I have the Job  this is a nice day it can not be better,0,1.0015029907226562
I wish I could go to #BEA this weekend.,1,0.8089561462402344
"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",2,1.0366415977478027
 love your books,0,0.8021914958953857
ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,2,1.0692129135131836
Im Slowing on My Tweets..Cuase I Lost My Phone,2,0.8354170322418213
 well thank your phone for me.,0,0.7838537693023682
 why would they take a photo with stuffed animals?! that`s pretty funny,0,0.8597681522369385
TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,2,0.8495073318481445
tikcets are only Ã¯Â¿Â½91...each...BUT I SO WANT TO GO,0,0.9416804313659668
 Happy Mothers Day,0,0.8472640514373779
 It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,0,0.8348715305328369
is dreaming of the weekend... awake!,1,0.8210761547088623
"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",2,0.8254916667938232
 yay but you missed naptime,0,0.8230443000793457
"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",0,0.9962170124053955
just set up a new computer again. 15min. I love Norton Ghost.,0,0.7992141246795654
Ahhh my mommie got me new sheets for my bed  so comfy,0,1.3007957935333252
_celeste  finally some sleep in silence,0,0.8293642997741699
im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,1,0.8439366817474365
is pretty dang tired. but chambers class is for napping.,1,0.9316527843475342
i have to poop...   is hogging the shitter,2,0.9246060848236084
YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,0,1.2115354537963867
Happy muthath`s day to all moms!!! I salute you!,0,0.8916199207305908
Hahaha! Alright  ..,0,0.8000485897064209
 Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,0,0.8011178970336914
 good to know   thanks,0,1.0390641689300537
 what are you? flavor of the day?,2,1.1039245128631592
weathers let me down this morning...ugh!...hada gd nite tho!,1,1.004641056060791
Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,0,0.9479477405548096
" E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",0,0.9953994750976562
 that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,2,0.8425271511077881
 oh i love sunday mornings like this - mum just made scrambled eggs on toast,0,1.2586476802825928
"hate working when its sunny,boohoo",2,0.7733194828033447
is ONLiNE  http://plurk.com/p/stjdg,1,0.7939796447753906
bundy. in 3 days.!!!! warm weather here i come!,0,1.223548412322998
Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,2,0.8919367790222168
a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,1,0.9449112415313721
Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,2,0.944779634475708
_chick haha. I completely agree,0,1.1487228870391846
"If we don`t pack, she can`t leave, right?",1,0.8738305568695068
 ****  lol....where u headed to?,1,1.0663080215454102
Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,0,1.0298593044281006
" many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",0,0.8125734329223633
it`s nice to leave the office when the sun is still up,0,4.078166723251343
I will miss the soccer moms,1,1.1481802463531494
" between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",0,0.7923755645751953
 *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,1,1.047487497329712
"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",2,1.0331394672393799
 --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,0,0.8336012363433838
looking forward to body works today,0,0.9090225696563721
just watched yes man. bahaha. that movie is messed up,2,0.966968297958374
 Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,2,0.9493372440338135
" Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",2,0.9701428413391113
Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,0,0.9127280712127686
Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,1,1.0532429218292236
 Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,1,0.9289758205413818
 glad to know that the ad display problem was due to a firewall config at yr office. phew!,0,1.6014633178710938
 woot!,0,1.1178719997406006
"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",2,0.9488608837127686
 ???    ?????? - http://bit.ly/nAcK2,1,1.123567819595337
"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",0,0.9917023181915283
Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,0,0.8319313526153564
Must head back to the office,2,0.858668327331543
St joe is dirty.,2,0.8218338489532471
http://twitpic.com/4w67k - Camping at black butte lake,1,0.8017480373382568
" are you getting my messages or do you have to add me to recieve them, soz I`m new to this",1,0.8144276142120361
I hate my life,2,0.8421499729156494
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,2,0.8424618244171143
 ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,2,1.098029375076294
just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,2,1.1885833740234375
crying real tears,2,0.826256275177002
_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,1,0.776702880859375
 Panchito`s burfday party tonight... wish you were here kiddo!,0,0.8172132968902588
Back from town and my Mac crashed on me  but it`s better now,1,0.9156033992767334
ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,2,0.7652528285980225
the best things in life are free  x,0,0.9291718006134033
misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,2,0.9597733020782471
I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,0,0.9217851161956787
 that is a bummer,2,0.921180009841919
 He is the truth! But what about Maxwell? You can`t forget the future father of my children!,0,1.1839890480041504
http://twitpic.com/665jw The racoons ate our bread!,2,1.0378684997558594
Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,0,1.033637523651123
"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",2,0.9198405742645264
No launch today. Teacher changed plans and we watched a stupid move about tesla,2,0.8418583869934082
  it`s very pleasant. i sooo rarely just have time to kill...,0,0.9385859966278076
 thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,0,0.8190963268280029
__O lol but tiz a good song,0,0.9984750747680664
Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,1,1.0252387523651123
"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",2,1.282015085220337
 what causes the frustration buddy?,1,1.1916260719299316
_Wright THANK YOU! 'Return of the Mack' is THE jam!,0,0.8294022083282471
Ready for this saddenning depressing dullful upsetting dreadful weekend.,2,1.4560589790344238
sorry for my lack of tweets  ive been buzy. new vid this saturday!!,0,0.8420641422271729
" I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",0,0.8012161254882812
going to bed  cant take thiss any longeerr maan. [U],2,1.0991156101226807
_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,0,0.8292536735534668
 Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,0,0.9474642276763916
Spent the last hour signing yearbooks. I`ll miss you guys!,0,0.9816889762878418
And I just love every little thing about you...,0,0.9257471561431885
My mobile has stopped recieving text messages AGAIN. Stoooopid thing,2,0.8324587345123291
" Hi Simon, let me know when it`s done",1,0.9720809459686279
Had an amazing night with my favorite lady friend,0,0.9421360492706299
_Oyler Poor little woman with her smushed in head,2,0.9585950374603271
is fixin to clean the house for my mom for mother`s day,0,0.9426610469818115
"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",2,0.9430034160614014
 Hey! That`s my school! I hate that place.,2,1.3333361148834229
 i did i only got 3 stars on the pre wash then failed the rince,2,0.967827558517456
MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,0,1.177541971206665
 follow me too,1,1.0050125122070312
bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,0,1.2724173069000244
I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,2,1.2442100048065186
", goodnight",1,0.8226711750030518
"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",2,0.8065989017486572
" but i do emily ahahha you scare me, so it would work",0,0.9627654552459717
Now I need to change my monitor,1,7.304556369781494
" I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",0,1.0960190296173096
WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0,1.1408989429473877
should not have waled past the Quad! I want to be outside having fun.,2,1.0006587505340576
"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",0,1.4309849739074707
i think the food i ate made me sick.. i no feel so good,2,1.0245769023895264
 eagerly anticipating twitpics,0,0.9460964202880859
"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",1,0.9411771297454834
Just wants to stay in bed all day but has to go to work instead  sux,2,0.8350791931152344
chillen trying to figure this thing out gettin drunk,1,0.8817603588104248
yay doctors  now interview then back 2 the doctor`s for blood work,0,1.369004726409912
Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,0,1.5356864929199219
I`m siiiiiickkk  I dun feel good!!,2,1.0459251403808594
 Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,0,1.2227602005004883
Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,0,1.105656623840332
_89 I feel so sorry for her  hope she dnt cry 2nd time,2,1.1342012882232666
would wish the severe migrains would stop!!! doc`s prescriptions arent working,2,1.2108135223388672
"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",0,1.0101573467254639
My Life Would Suck Without You - Kelly Clarkson,0,0.7941179275512695
revising for exams,1,1.2567694187164307
" you should so host the next logies, i only laughed at your bit really",2,1.115485429763794
 Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,2,1.0715408325195312
__joy i feel like red lea now,0,1.2356290817260742
 I`d love to but I think the trek from London would be a bit too much,2,0.9613549709320068
 hey hey,1,0.8689169883728027
thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,2,1.1056325435638428
Is miserable  i feel like im gona cry  sux!,2,1.389223575592041
 i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,0,0.8496313095092773
" LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",0,1.2041163444519043
" lol, get watching it again  hehe",0,1.0440881252288818
 Hope you did great - you certainly spent enough time studying.,0,0.8341314792633057
 btw - downloaded iphone 3.0 sdk,1,0.9456627368927002
Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,2,0.8288123607635498
" I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",1,1.0241243839263916
" me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",2,1.135303020477295
Morning all! Have a GREAT DAY! Off to school I go,0,1.1073548793792725
"now, in a weird mood  muahaz",1,0.8277747631072998
 congrats! Photo of dre?,0,0.8550007343292236
"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",0,0.9787840843200684
"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",0,0.8459234237670898
 ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,0,0.9429748058319092
" Oh, and a very good review",0,1.0481491088867188
_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,2,0.8310418128967285
I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,2,0.8113119602203369
 its hilarious,0,0.7918245792388916
 I love the guy that was standing behind me,0,0.9113919734954834
Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,0,0.9449121952056885
lost my DC hat ..,2,1.1893436908721924
starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,1,0.9137630462646484
"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",0,0.8452465534210205
