texts,category,process_time
I`m so very tired...and have insomnia.,2,0.9955949783325195
 Thanks Ennio,0,0.9530715942382812
 you should totally come get me and bring me to kelslaws house with you.,0,1.0674939155578613
" You seem nice, you`re generous and you know your stuff",0,0.8347568511962891
 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,2,0.9363765716552734
almost got a kitty yesterday...but it didn`t work out,2,0.8192119598388672
"reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.",0,0.8301146030426025
   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,0,0.9453086853027344
 i still dont know what we would do though,1,3.3184316158294678
"_xo   dang it, so its not certain ? ? ? are you okay?",2,0.8020296096801758
Change of plans. I am staying in Brandon.  No Papaya Salad for me.,2,0.7622964382171631
"Dear rain, you suck. Now I gotta change my plans for tonight",2,1.057955265045166
at starbucks with my love. eff school. i have work later too.,1,0.9592490196228027
I just cried whilst watching hollyoaks  .. i need a life! lol,2,0.9772095680236816
"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",0,0.9515345096588135
Terminator Salvation... by myself.,1,1.0939514636993408
" for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!",0,0.9487099647521973
 Why do I have to enter my registration details every time I update?,2,1.138012170791626
"On the monday, so i wont be able to be with you!  i love you",0,1.1552133560180664
" Ur so cute..I`m a fan of Dream A Little Dream, This Kiss and appearances like in Dawson`s Creek  Make more flicks!",0,0.8651747703552246
 TGIF is right...I think I broke my toe last night - on my bad foot.,2,0.847891092300415
" Oherr it`s soon then, do you have plans? I had a party on saturday  x",0,0.8217380046844482
_LaMont yr very young looking dude,0,1.0041825771331787
": hmmm, wrong link, ignore my tweet",2,0.9216752052307129
AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,2,0.8193974494934082
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,2,0.9950129985809326
" yep, i wish they were all playing dubiln",0,0.9478857517242432
 im a lady and ladies don`t move couches. they direct where the couches go,0,0.9684343338012695
 Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,0,1.1108508110046387
 26th February,1,4.489757776260376
Guess what? mom adopted a kitty today (11 months) His name is Corky,0,3.8147292137145996
Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,0,5.5632665157318115
 Thank you!  I`m working on `s,0,2.840196132659912
 lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,0,1.1722962856292725
Not feeling all that well today,2,1.0737597942352295
"http://twitpic.com/4wp8s - My ear hurts, and THIS is my medicine. GUM",2,0.989039421081543
_berland LMAO I know I know,0,1.125401496887207
Gnight shar   <(` `<)Vega(>` `)>,1,0.9139797687530518
The underwire in my bra is sticking out and poking me in the armpit,2,0.9014387130737305
Happy Mothers Day!!!,0,0.9503111839294434
"Yes, I am",0,1.1327102184295654
 I can`t call Mitch!  Im from sweden!,2,0.9869771003723145
Happy star wars day! May the fourth be with you,0,0.952263355255127
was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,2,0.8736364841461182
i just watched Marley & Me...i cried so hard!,2,0.8220221996307373
Take antibacterial to school to clean your hands when you cant go the loos,0,0.9453353881835938
I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,1,0.8133389949798584
 haaaw..well i get out of class at 10:50..i hope i make it,1,0.9325771331787109
"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",2,0.7910716533660889
skype call with billie but my webcam dont work,2,0.8629279136657715
"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",0,0.7692666053771973
FML not having a car is prohibiting finding a job,2,0.9329638481140137
"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",1,0.845362663269043
 I want to see David cook!!,0,0.9470367431640625
 yeh me 2,1,0.8427915573120117
 learning tat the scenic way  din plan to go town but somehow was herded there?,1,0.9341518878936768
" i don`t want to do anything specific, i just want to see you and puppy!",0,0.7943689823150635
 yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,2,0.7744204998016357
Toy Story 3 trailer premiered with Up. I need my computer back.,1,0.9468984603881836
ughh on the phone with HP!,2,0.9260616302490234
And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',0,0.9597640037536621
 yay about breaking 200!,0,0.8293609619140625
 bahah sadly I am not,2,0.8172307014465332
 i always have those for my Champions League parties  Tis awesome,0,1.096165657043457
" well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",0,0.9707708358764648
_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,1,1.069368600845337
 thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,1,1.0432922840118408
might have to go back much earlier than expected. bye bye bay area,2,0.7895538806915283
"Playin City of Villains, wishin my buddies were playin with me.....",1,0.8442156314849854
" yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously",0,0.9849874973297119
 riley hacked my twitter!  hahaha :],0,0.9434492588043213
Big Sad Face   Bing doesn`t work on iPhone.  It just takes you to the regular mobile Live search.,2,1.0245838165283203
 I liked it.  Did you record it yourself?  If so you have a very soothing voice.,0,1.0362944602966309
man im so sad school is ending  but then again high school might be better :O,1,1.0138967037200928
" Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",0,0.836066722869873
 you`re the absoute best,0,0.7775864601135254
oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,0,0.8174865245819092
My near daily exercise is starting to show results.,0,0.9399738311767578
 Welcome!,0,0.8281924724578857
Bout to hit pmark then make one of my final meals wit the housemates..,1,0.8266105651855469
: you get to go home and i have to go to work,2,0.8458395004272461
voted for  on CMT.com,0,0.7545735836029053
"just got home from a nice party, just not tired yet",0,0.8511693477630615
Now I have a sunburn,2,0.8542454242706299
I have the Job  this is a nice day it can not be better,0,0.8438534736633301
I wish I could go to #BEA this weekend.,1,0.7810428142547607
"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",2,1.1259980201721191
 love your books,0,0.8137898445129395
ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,2,0.9127237796783447
Im Slowing on My Tweets..Cuase I Lost My Phone,2,1.0763816833496094
 well thank your phone for me.,0,0.9713335037231445
 why would they take a photo with stuffed animals?! that`s pretty funny,0,1.0123918056488037
TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,2,0.8097231388092041
tikcets are only Ã¯Â¿Â½91...each...BUT I SO WANT TO GO,0,0.8156619071960449
 Happy Mothers Day,0,0.9579579830169678
 It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,0,0.8451752662658691
is dreaming of the weekend... awake!,1,0.8434345722198486
"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink here.",2,1.0992064476013184
 yay but you missed naptime,0,0.952430009841919
"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",0,1.026857614517212
just set up a new computer again. 15min. I love Norton Ghost.,0,0.8008832931518555
Ahhh my mommie got me new sheets for my bed  so comfy,0,0.9386844635009766
_celeste  finally some sleep in silence,0,0.8153378963470459
im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,1,0.8635852336883545
is pretty dang tired. but chambers class is for napping.,1,0.8306119441986084
i have to poop...   is hogging the shitter,2,0.7907130718231201
YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,0,1.0195956230163574
Happy muthath`s day to all moms!!! I salute you!,0,0.910552978515625
Hahaha! Alright  ..,0,0.8960051536560059
 Aren`t you suppossed to support the local economy ... LOL ... good for you and congrats,0,0.8368451595306396
 good to know   thanks,0,1.0019667148590088
 what are you? flavor of the day?,1,1.0040674209594727
weathers let me down this morning...ugh!...hada gd nite tho!,2,1.0848100185394287
Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,0,0.9473764896392822
" E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",0,0.8124077320098877
 that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,2,0.7657079696655273
 oh i love sunday mornings like this - mum just made scrambled eggs on toast,0,0.911290168762207
"hate working when its sunny,boohoo",2,4.479239225387573
is ONLiNE  http://plurk.com/p/stjdg,1,0.9569857120513916
bundy. in 3 days.!!!! warm weather here i come!,0,1.2364881038665771
Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,2,0.9521253108978271
a Dutch marketing agency is asking job applicants to apply in 140 characters or less  http://www.energize.nl/twillicitatie/,1,0.9543447494506836
Twitter has spoiled all the fun. Frustratingly slow!!  couldnt even bid properly!,2,0.7760434150695801
_chick haha. I completely agree,0,1.0679750442504883
"If we don`t pack, she can`t leave, right?",1,1.0377511978149414
 ****  lol....where u headed to?,1,0.9188354015350342
Going to bed after a great night with a friend  glad to know she has the same feelings about classes as someone else,0,0.8456127643585205
" many! mine included. ahem. shld have known better back then, wldn`t have missed so many opportunities haha",0,0.9457278251647949
it`s nice to leave the office when the sun is still up,0,1.0183496475219727
I will miss the soccer moms,1,0.9149370193481445
" between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",0,0.7929046154022217
 *sighs* Ah well.  Maybe my second email will clear it up and get him approved.,1,0.8254563808441162
"  Missed all your tweets again Joe, **** that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  ****",2,0.9640390872955322
 --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,0,0.899174690246582
looking forward to body works today,0,0.9155075550079346
just watched yes man. bahaha. that movie is messed up,2,0.92814040184021
 Sadly I think I know exactly were you put it--in the expired drawer   Those things have a life span of less than two years,2,0.8048276901245117
" Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",2,0.7985062599182129
Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,0,0.7157638072967529
Wow that was fast...next up Soderling or Ferrer. Gilles Simon lost,1,0.9973039627075195
 Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me,0,0.9633216857910156
 glad to know that the ad display problem was due to a firewall config at yr office. phew!,0,0.8503339290618896
 woot!,0,1.054579257965088
"'I don`t like Monday, i wish it were sunday, cause that`s my fun day.'  that was my freaking jam when i was little.   i miss it.",2,0.9553496837615967
 ???    ?????? - http://bit.ly/nAcK2,question,0.8325235843658447
"Waiting for the last movie to finish then am test screening Ghost of Girlfriends Past, glass of wine and lolly bag in hand, yay!",0,0.9187788963317871
Happy #StarWarsDay. May the 4th be with you!  From everyone _paintball,0,0.9727656841278076
Must head back to the office,2,0.7913954257965088
St joe is dirty.,2,0.8434627056121826
http://twitpic.com/4w67k - Camping at black butte lake,1,0.8265359401702881
" are you getting my messages or do you have to add me to recieve them, soz I`m new to this",1,0.9999639987945557
I hate my life,2,1.0443105697631836
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,2,0.8888990879058838
 ****! natalya! you gotta tell me whats going on!!! i`d call you but i lost all my phone numbers when i broke my blackberry,2,1.0012202262878418
just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!,2,0.7766413688659668
crying real tears,2,1.0410265922546387
_Brown been holding onto this one for a while  http://twitpic.com/4w5eh,1,0.9718830585479736
 Panchito`s burfday party tonight... wish you were here kiddo!,0,0.9280755519866943
Back from town and my Mac crashed on me  but it`s better now,1,0.9211180210113525
ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?,2,0.7909250259399414
the best things in life are free  x,0,1.0957083702087402
misses my Mom today. She was my Best Friend and even though she has been gone several yrs I still miss her dearly. Happy Mother`s Day,2,0.8600735664367676
I am watching Blood + on veoh episode 19 love the music.wishing i could watch the live action but not old enough,0,0.8300738334655762
 that is a bummer,2,1.2257187366485596
 He is the truth! But what about Maxwell? You can`t forget the future father of my children!,0,0.7833516597747803
http://twitpic.com/665jw The racoons ate our bread!,2,0.8206844329833984
Be sure to let the moms you know how fabulous you think they are!!   Almost Mother`s Day.,0,0.9160122871398926
"_in_a_story Glad I`m not the only one. He`s our baby, and I`m terrified he`ll think we`re never coming back.",2,0.8842823505401611
No launch today. Teacher changed plans and we watched a stupid move about tesla,2,0.9545493125915527
  it`s very pleasant. i sooo rarely just have time to kill...,0,0.978867769241333
 thank you!! ooh I see you`ve read Desert Islands http://is.gd/ys6K great book!,0,1.2205641269683838
__O lol but tiz a good song,0,1.12874436378479
Again working on the internet shop ... don`t think we will achieve the goal of uploading by the previously set time   Will keep going,2,0.8480267524719238
"@_Anix_ I bought cheesecake ice cream last week, thinking it was good, and it sucked so much.   I`m taking yours.",2,0.9762513637542725
 what causes the frustration buddy?,question,0.9343397617340088
_Wright THANK YOU! 'Return of the Mack' is THE jam!,0,0.967818021774292
Ready for this saddenning depressing dullful upsetting dreadful weekend.,2,0.8684918880462646
sorry for my lack of tweets  ive been buzy. new vid this saturday!!,0,4.120681524276733
" I do my humble best  Going on a works paintball day soon so that should fuel a few strips, no doubt",0,0.974219560623169
going to bed  cant take thiss any longeerr maan. [U],2,0.7978329658508301
_Morden ..be at richard`s. if not then i`ll see you when you/we get back  good luck!,1,1.004997730255127
 Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done,0,0.9411873817443848
Spent the last hour signing yearbooks. I`ll miss you guys!,0,0.9540715217590332
And I just love every little thing about you...,0,0.9125669002532959
My mobile has stopped recieving text messages AGAIN. Stoooopid thing,2,0.8052723407745361
" Hi Simon, let me know when it`s done",1,0.936913251876831
Had an amazing night with my favorite lady friend,0,0.794684648513794
_Oyler Poor little woman with her smushed in head,2,0.9007675647735596
is fixin to clean the house for my mom for mother`s day,0,1.1715974807739258
"Why do you think people say, 'save the drama fo yo mama?' I`m sure even yo mama wouldn`t wanna listen to ur drama. Ode to mother`s day!",2,0.9625217914581299
 Hey! That`s my school! I hate that place.,2,0.8473389148712158
 i did i only got 3 stars on the pre wash then failed the rince,2,0.9815068244934082
MY SiSTER iN LAW JUST LEFT FOR HER PROM!! SHE LOOKED SOO PRETTY.. TEARS ALL AROUND,0,1.0683045387268066
 follow me too,1,1.2321548461914062
bought three books!! yipee!!  now who`s with me on that read-ten-books-during-the-summer thing?,0,0.9457507133483887
I`m really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1,2,1.6285202503204346
", goodnight",1,1.0515978336334229
"_The_Moon Hiya hun! It`s just not my day. Dentist appointment (ouch!),notebook being a ****. Feeling sick  How`s you?",2,0.9436032772064209
" but i do emily ahahha you scare me, so it would work",0,0.8221936225891113
Now I need to change my monitor,1,0.850656270980835
" I know dude, i`m doing re-runs, making Jenny watch them now too so we can have conversations LOL.  Haven`t been online much",0,0.8256528377532959
WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,0,0.9562094211578369
should not have waled past the Quad! I want to be outside having fun.,2,0.9371602535247803
"just rocked home from maccas, and now signing a petition for big bang to tour aus  LOL",0,0.8568556308746338
i think the food i ate made me sick.. i no feel so good,2,0.8000116348266602
 eagerly anticipating twitpics,0,1.0406296253204346
"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",1,0.8304309844970703
Just wants to stay in bed all day but has to go to work instead  sux,2,0.7736771106719971
chillen trying to figure this thing out gettin drunk,1,0.8437600135803223
yay doctors  now interview then back 2 the doctor`s for blood work,0,0.8022396564483643
Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,0,0.9189431667327881
I`m siiiiiickkk  I dun feel good!!,2,0.9398984909057617
 Propellerheads has been on my harddrive for a long while. Just got my music repo back in shape this WE and felt nostalgic,0,0.799511194229126
Glorious sunny day in London town.. I`m in drama school fighting people with swords while protecting my romantically structured face,0,1.0261635780334473
_89 I feel so sorry for her  hope she dnt cry 2nd time,2,0.922187089920044
would wish the severe migrains would stop!!! doc`s prescriptions arent working,2,0.9044568538665771
"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)<3 In addition,gray matters is one of the cutest movies ever!!",0,0.9477088451385498
My Life Would Suck Without You - Kelly Clarkson,0,0.801692008972168
revising for exams,1,0.9352288246154785
" you should so host the next logies, i only laughed at your bit really",2,0.7754514217376709
 Hi Jordan i`m gonna all of u...I know ur busy and i know ur probably tired. but please reschedule NC. don`t leave us out.,2,0.8299441337585449
__joy i feel like red lea now,0,0.9462027549743652
 I`d love to but I think the trek from London would be a bit too much,2,0.7952909469604492
 hey hey,1,0.8157122135162354
thinks revising in the garden from 8 this morning without sunscreen isnt the best idea ive had  oucccccccch,2,0.8201842308044434
Is miserable  i feel like im gona cry  sux!,2,0.9156572818756104
 i know they are delicious.miss germany but like holland as well as we used to shoppin there at weekends.lol,0,0.8008556365966797
" LOL, very true. Maybe next year. I loooved that siggy, and I don`t remember what the password for the mod thing was  Cake?",0,0.9959783554077148
" lol, get watching it again  hehe",0,0.8678710460662842
 Hope you did great - you certainly spent enough time studying.,0,0.8306341171264648
 btw - downloaded iphone 3.0 sdk,1,0.9956905841827393
Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me,2,1.1170926094055176
" I need botox work on the lips if I`m going to change my name to Angelina Jolie, but it`s a thought! Sad though about the racism",1,0.8333678245544434
" me? A doctor? *laughs* oh, no, no, no. I was _crane`s patient at Arkham Aslyum, but now I work for him",2,0.8098852634429932
Morning all! Have a GREAT DAY! Off to school I go,0,1.086555004119873
"now, in a weird mood  muahaz",1,1.065978765487671
 congrats! Photo of dre?,0,0.984405517578125
"#SanctuarySunday  thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets!",0,3.8247082233428955
"Done at Disneyland, kid`s knocked out, stopped by the hotel bar and grabbed a grey goose & tonic on the way up...peace",0,0.9491317272186279
 ok. lol. i miss you too. i hope your cramps get better. i know how painful they can be.,0,0.8214685916900635
" Oh, and a very good review",0,0.8496992588043213
_MileyCyrus it wont let me do it twitter keeps saying over twitter capacity or something that bird keeps coming up.,2,1.175459384918213
I`m extremely hungry.... and the only thing I have in my house is Soup...  I don`t like soup... *pouts*,2,0.933211088180542
 its hilarious,0,0.9436783790588379
 I love the guy that was standing behind me,0,1.0077989101409912
Bout to hit the sack...got **** to do tomorrow. Happy mothers day MOM!,0,0.9082615375518799
lost my DC hat ..,2,0.7941713333129883
starting the video editing of the first spanking movie we did with Mina ... it will be added to the next update,1,0.8833432197570801
"   In effect, your podcast IS the audio version of your book. Isn`****? (plus, it has the added charm of banter  )",0,0.9152209758758545
"Sunny synday morning. Nicole is up later than usual, mommy got some sleep",0,0.8543789386749268
Browsing  find everything about university & interior design.,1,1.0541627407073975
I have not tweeted for SIXTEEN DAYS! I miss it =( I`ve been having fun though! =D Ingrid on mon was frakking awesome  BBQ today!,0,1.0943210124969482
 visit si fr joemar dito bataan (frm camiguin) & sum of my ofcmates& i are supposed to meet him this saturday  can`t luwas,1,0.8261737823486328
 I am soo excited about your pasadena seminar...if only i can find the confermation email,0,0.9458155632019043
Ugh I don`t feel well again all of a sudden,2,0.9598116874694824
I want a new phone  I`ve seen too much cellphone commercials (,1,1.112069845199585
 we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,0,0.9543900489807129
 http://twitpic.com/4vuuy - That`s so cool.,0,0.9486947059631348
school. 39 days !!! so exited. Amazing premier ,0,0.8058252334594727
  tis very useful indeed esp. for newbies like me!,0,0.7664921283721924
Gonna go and see my sister at Mount Sinai ....  she`s there for at least another 24 hours.,1,0.799685001373291
 it was just the handle tg,1,0.9807133674621582
backe backe... MUFFINS!!!,0,0.9596648216247559
is relaxing after working on Mothers Day.  Oh well. A good day had.  Hope you are all well,0,0.7833409309387207
lasttt mondayyy of classs,1,0.7971501350402832
 yup!  Now I can join in on the nin access fun!,0,1.1094245910644531
"I just walked into work, all the while thinking that I was sitting in Bellagio this time Wednesday.",2,0.8652851581573486
 unfair  I wanna go too.,2,0.9475317001342773
Download movie  'A Good Day to Be Black &#38 Sexy' http://tinyurl.com/ckmkul cool #movie,0,0.79121994972229
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I`m sittin down!!,2,0.8573687076568604
" Aww, that`s sad.  I miss seeing you guys on the big screen.",2,0.8116238117218018
 I knooww  & my hot water bottle iss in whangamata without me. ahhhhh,2,0.9995684623718262
" eeeeep so jealous ;) I`m at work  um, how can u receive Viva? Do they broadcast it online? :plz:",0,0.9598925113677979
 Thank you so much phaoloo !!!!,0,0.9315295219421387
 the hotel should be thankful,0,0.9575779438018799
"Watching GH. I feel so bad for Carly.  OMG, so **** up.",2,0.9641499519348145
 rofl that`s what we like to hear,0,0.9041037559509277
"Ok I`m frustrated, there is hella dust between the screens of my blackberry",2,1.0212349891662598
IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[,2,0.9844357967376709
 We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,0,0.9444839954376221
"Change of plans, working inside bar tonight",1,1.0367019176483154
 thanks for following,0,0.9264514446258545
" Well, good luck then.",1,0.7944698333740234
at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,2,0.9628393650054932
Arghhhhhhhhh... i can`t keep up with these TwitterBones peeps,2,0.9249880313873291
Undervote is just going on  I`m all overalled up,1,1.0694823265075684
making german apple slice  nom nom nom,0,1.038017988204956
Looks like its another night at the office lol,1,0.8556444644927979
My tummy hurts,2,0.8066706657409668
Got about 2 hours sleep.,2,0.7781150341033936
Anybody else experiencing painful slowdowns with facebook?,2,0.8643853664398193
Lol..2 people in falcon..and boo one of them being becca,2,0.8536758422851562
i really need to earn money... so that i can watch the PCD concert,0,0.9038999080657959
The poor Pirate had out his last wisdom tooth and is looking really peaky.,2,1.0540707111358643
Mozzer cancelled tonight by the looks of it.,2,0.7646887302398682
"waiting for aaron to get into town, and then leave him for work. booo",2,0.7838454246520996
morning tweat tweat twitter,1,1.0886189937591553
Headed home ... Charlie`s at the vet,1,4.162499666213989
i wanna b maliks from taking the stage,2,0.8281612396240234
is going to bed soon. happy mothers day to all the mothers  <333 ryan less than 3 weeks :],0,0.9473457336425781
"bored bored bored! wish i had something to do tomorrow, especially with the weather we`re to have!  not fair",2,1.0925016403198242
 well even with her breakdown she was better than the other acts unfortunately! Britain`s got very little talent,2,0.8155257701873779
about to go to leeds shopping,1,0.7844297885894775
" Sadly, I can`t view that site due to region restrictions",2,0.9318363666534424
"It`s 20:50 hs and i`m still at the office...really tired,wanna go home!",2,0.8010571002960205
Aly & AJ new album this summer. YAY!,0,0.8255093097686768
_day26 ~ Awwwww have fun with the fam boo boo,0,0.8514714241027832
@ lovelytrinkets I like the way you worded that about Rocky Road,0,0.9113976955413818
Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.,0,0.9541325569152832
Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,2,0.9991822242736816
I have nothing witty to say,1,0.8033175468444824
 me too.,1,0.9470527172088623
Hi ho  hi ho it`s off to work we go,1,1.1179330348968506
 Thanks for the hint.  http://tinyurl.com/chtx7e.,0,0.9428637027740479
" u welcome babe, kill the show! Yuuupp!",0,0.8035683631896973
" Hey, Candis.",1,0.9111232757568359
 I was never a good stereotypical teen,1,0.9205493927001953
I love my Maitu. N she loves me. Happy mothers day mama!,0,0.8052577972412109
 i am so sorry,2,0.803736686706543
i want to go to singapore but my mother seems not,1,0.9552733898162842
JB on the front of factor x!!!!! wooh contest timeee,0,0.9488790035247803
 so u aren`t going to be in Chicago,1,0.9549031257629395
